POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,17,Cooper Webb,"Newport, NC",Yamaha YZ250F,1,-,6,1,25
2,40,Shane Mcelrath,"Canton, NC",KTM 250 SX-F,20,X,9,2,22
3,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,19,-,0,3,20
4,157,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,7,-,0,4,18
5,31,Alex Martin,"Millville, MN",Yamaha YZ250F,9,-,0,5,16
6,32,Justin Hill,"Yoncalla, OR",KTM 250 SX-F,4,-,0,6,15
7,16,Zach Osborne,"Chesterfield, SC",Husqvarna FC250,22,-,0,7,14
8,38,Matthew Bisceglia,"Weatherford, TX",Honda CRF 250,3,-,0,8,13
9,66,Chris Alldredge,"Powell Butte, OR",Kawasaki KX 250F,11,-,0,9,12
10,130,Thomas Hahn,"Decatur, TX",Honda CRF 250,6,-,0,10,11
11,100,Joshua Hansen,"Elbert, CO",Kawasaki KX 250F,21,-,0,11,10
12,57,Jackson Richardson,"Wildomar, CA",Honda CRF 250,16,-,0,12,9
13,71,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,13,-,0,13,8
14,65,Scott Champion,"Wildomar, CA",Yamaha YZ250F,10,-,0,14,7
15,148,Trevor Reis,"Alpine, CA",Yamaha YZ250F,14,-,0,15,6
16,217,Ryan Breece,"Athol, ID",Yamaha YZ250F,12,-,0,16,5
17,275,Johnny Jelderda,"Menifee, CA",Honda CRF 250,15,-,0,17,4
18,360,Aaron Siminoe,"Reno, NV",Kawasaki KX 250F,17,-,0,18,3
19,727,Rhett Urseth,"Casa Grande, AZ",Kawasaki KX 250F,18,-,0,19,2
20,91,Chris Howell,"Spokane Valley, WA",Yamaha YZ250F,8,-,0,20,1
21,911,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,5,-,0,21,1
22,981,Austin Politelli,"Menifee, CA",Yamaha YZ250F,2,-,0,22,1
