POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,1,-,20,1,25
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,6,-,0,2,22
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,8,-,0,3,20
4,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,3,-,0,4,18
5,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,4,X,0,5,16
6,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,13,-,0,6,15
7,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,7,-,0,7,14
8,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,2,-,0,8,13
9,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,14,-,0,9,12
10,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,9,-,0,10,11
11,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,11,-,0,11,10
12,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,15,-,0,12,9
13,51,Justin Barcia,"Greenville, FL",Suzuki RM-Z450,5,-,0,13,8
14,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,12,-,0,14,7
15,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,10,-,0,15,6
16,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,16,-,0,16,5
17,80,Cade Clason,"Chesterfield, SC",Honda CRF 450,21,-,0,17,4
18,282,Theodore Pauli,"Edwardsville, IL",Kawasaki KX 450F,22,-,0,18,3
19,75,Nick Schmidt,"Lake Elsinore, Ca",Suzuki RM-Z450,17,-,0,19,2
20,918,Michael Akaydin,"Louisville, KY",KTM 450 SX-F,20,-,0,20,1
21,314,Alex Ray,"Milan, TN",Yamaha YZ450F,18,-,0,21,1
22,981,Austin Politelli,"Murrieta, CA",Yamaha YZ450F,19,-,0,22,1
