POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,13,-,22,1,25
2,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,9,-,0,2,22
3,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,7,-,0,3,20
4,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,8,X,0,4,13
5,32,Weston Peick,"Menifee, CA",Suzuki RM-Z450,10,-,0,5,12
6,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,14,-,0,6,15
7,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,5,-,0,7,14
8,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,6,-,0,8,13
9,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,2,-,0,9,12
10,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,4,-,0,10,11
11,15,Dean Wilson,"Clermont, FL",Yamaha YZ450F,18,-,0,11,10
12,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,11,-,0,12,9
13,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,15,-,0,13,8
14,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,12,-,0,14,7
15,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,17,-,0,15,6
16,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,19,-,0,16,5
17,85,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,16,-,0,17,4
18,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,3,-,0,18,3
19,75,Nick Schmidt,"Lake Elsinore, Ca",Suzuki RM-Z450,21,-,0,19,2
20,606,Ronnie Stewart,"Princeton, NJ",Suzuki RM-Z450,22,-,0,20,1
21,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,20,-,0,21,1
22,94,Ken Roczen,"Clermont, FL",Honda CRF 450,1,-,0,22,1
