POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,1,X,10,1,25
2,6,Jeremy Martin,"Millville, MN",Honda CRF 450,18,-,10,2,22
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,4,-,0,3,20
4,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,5,-,0,4,18
5,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,10,-,0,5,16
6,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,11,-,0,6,15
7,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,6,-,0,7,14
8,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,13,-,0,8,13
9,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,8,-,0,9,12
10,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,16,-,0,10,11
11,51,Justin Barcia,"Greenville, FL",Suzuki RM-Z450,2,-,0,11,10
12,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,7,-,0,12,9
13,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,17,-,0,13,8
14,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,14,-,0,14,7
15,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,3,-,0,15,6
16,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,12,-,0,16,5
17,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,15,-,0,17,4
18,11,Kyle Chisholm,"Valrico, FL",Honda CRF 450,19,-,0,18,3
19,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,9,-,0,19,2
20,75,Nick Schmidt,"Lake Elsinore, Ca",Suzuki RM-Z450,20,-,0,20,1
21,95,Aj Catanzaro,"Reston, VA",Kawasaki KX 450F,21,-,0,21,1
22,76,Scott Champion,"Orange, CA",Yamaha YZ450F,22,-,0,22,1
