POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,36,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,8,X,15,1,25
2,46,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,9,-,0,2,22
3,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,11,-,0,3,20
4,108,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,4,-,0,4,18
5,28,Mitchell Oldenburg,"Alvord, TX",KTM 250SX-F Factory Editi,17,-,0,5,16
6,57,James Decotis,"Peabody, MA",Honda CRF 250,1,-,0,6,15
7,16,Zach Osborne,"Abingdon, VA",Husqvarna FC250,16,-,0,7,14
8,64,Hayden Mellross,Australia,Yamaha YZ250F,20,-,0,8,13
9,45,Mitchell Harrison,"Tallahassee, FL",Yamaha YZ250F,10,-,0,9,12
10,128,Cameron Mcadoo,"Sioux City, IA",Honda CRF 250,12,-,0,10,11
11,38,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,7,-,0,11,10
12,24,Austin Forkner,"Richards, MO",Kawasaki KX 250F,3,-,0,12,9
13,122,Dan Reardon,"Menifee, CA",Yamaha YZ250F,13,-,0,13,8
14,17,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,2,-,0,14,7
15,52,Tyler Bowers,"Corona, CA",Yamaha YZ250F,19,-,0,15,6
16,11,Kyle Chisholm,"Valrico, FL",Honda CRF 250,15,-,0,16,5
17,53,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,22,-,0,17,4
18,30,Martin Davalos,"Clermont, FL",Husqvarna FC250,5,-,0,18,3
19,49,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,18,-,0,19,2
20,71,Justin Starling,"Deland, FL",Husqvarna FC250,21,-,0,20,1
21,44,Jordon Smith,"Belmont, NC",KTM 250SX-F Factory Editi,6,-,0,21,1
