POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,46,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,5,-,17,1,25
2,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,1,-,0,2,22
3,38,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,3,-,0,3,20
4,24,Austin Forkner,"Richards, MO",Kawasaki KX 250F,2,X,0,4,18
5,30,Martin Davalos,"Clermont, FL",Husqvarna FC250,4,-,0,5,16
6,57,James Decotis,"Peabody, MA",Honda CRF 250,14,-,0,6,15
7,122,Dan Reardon,"Menifee, CA",Yamaha YZ250F,8,-,0,7,14
8,52,Tyler Bowers,"Corona, CA",Yamaha YZ250F,7,-,0,8,13
9,100,Joshua Hansen,"Elbert, CO",Husqvarna FC250,11,-,0,9,12
10,6,Jeremy Martin,"Millville, MN",Honda CRF 250,6,-,0,10,11
11,11,Kyle Chisholm,"Valrico, FL",Honda CRF 250,18,-,0,11,10
12,37,Phillip Nicoletti,"Bethel, NY",Suzuki RM-Z250,13,-,0,12,9
13,59,Noah Mcconahy,"Spokane, WA",Husqvarna FC250,15,-,0,13,8
14,137,Martin Castelo,"Murrieta, CA",Yamaha YZ250F,22,-,0,14,7
15,53,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,16,-,0,15,6
16,71,Justin Starling,"Deland, FL",KTM 250SX-F Factory Editi,12,-,0,16,5
17,338,Ryan Surratt,"Corona, CA",Kawasaki KX 250F,20,-,0,17,4
18,902,Killian Auberson,Switzerland,KTM 250 SX-F,10,-,0,18,3
19,240,Bryce Stewart,"Canyon Lake, CA",Yamaha YZ250F,19,-,0,19,2
20,179,Jon Ames,"Riverside, CA",Yamaha YZ250F,21,-,0,20,1
21,76,Scott Champion,"Orange, CA",Yamaha YZ250F,17,-,0,21,1
