POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,46,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,1,-,2,1,25
2,38,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,19,-,11,2,22
3,24,Austin Forkner,"Richards, MO",Kawasaki KX 250F,4,X,3,3,20
4,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,5,-,0,4,18
5,30,Martin Davalos,"Clermont, FL",Husqvarna FC250,2,-,0,5,16
6,122,Dan Reardon,"Menifee, CA",Yamaha YZ250F,7,-,0,6,15
7,100,Joshua Hansen,"Elbert, CO",Husqvarna FC250,9,-,0,7,14
8,57,James Decotis,"Peabody, MA",Honda CRF 250,6,-,0,8,13
9,37,Phillip Nicoletti,"Bethel, NY",Suzuki RM-Z250,3,-,0,9,12
10,53,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,8,-,0,10,11
11,76,Scott Champion,"Orange, CA",Yamaha YZ250F,21,-,0,11,10
12,11,Kyle Chisholm,"Valrico, FL",Honda CRF 250,10,-,0,12,9
13,59,Noah Mcconahy,"Spokane, WA",Husqvarna FC250,12,-,0,13,8
14,71,Justin Starling,"Deland, FL",KTM 250SX-F Factory Editi,20,-,0,14,7
15,338,Ryan Surratt,"Corona, CA",Kawasaki KX 250F,14,-,0,15,6
16,902,Killian Auberson,Switzerland,KTM 250 SX-F,13,-,0,16,5
17,95,Aj Catanzaro,"Reston, VA",Yamaha YZ250F,17,-,0,17,4
18,240,Bryce Stewart,"Canyon Lake, CA",Yamaha YZ250F,15,-,0,18,3
19,154,Brandon Scharer,"Gardena, CA",Honda CRF 250,18,-,0,19,2
20,99,Chase Marquier,"Newcastle, OK",Honda CRF 250,22,-,0,20,1
21,805,Carlen Gardner,"Paso Robles, CA",Yamaha YZ250F,16,-,0,21,1
22,179,Jon Ames,"Riverside, CA",Yamaha YZ250F,11,-,0,22,1
