POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,17,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,1,-,10,1,25
2,44,Jordon Smith,"Belmont, NC",KTM 250SX-F Factory Editi,18,X,9,2,22
3,16,Zach Osborne,"Abingdon, VA",Husqvarna FC250,4,-,0,3,20
4,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,8,-,0,4,18
5,36,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,3,-,0,5,16
6,108,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,11,-,0,6,15
7,49,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,7,-,0,7,14
8,50,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,6,-,0,8,13
9,56,Kyle Peters,"Greensboro, NC",Suzuki RM-Z250,15,-,0,9,12
10,39,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,10,-,0,10,11
11,62,Jesse Wentland,"Tallahassee, FL",Honda CRF 250,12,-,0,11,10
12,48,Christian Craig,"Corona, CA",Honda CRF 250,2,-,0,12,9
13,40,Fredrik Noren,"West Farmington, OH",Honda CRF 250,17,-,0,13,8
14,183,Lorenzo Locurcio,"Cairo, GA",Yamaha YZ250F,13,-,0,14,7
15,128,Cameron Mcadoo,"Sioux City, IA",Honda CRF 250,16,-,0,15,6
16,54,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,5,-,0,16,5
17,285,Tony Archer,"Waldorf, MD",Kawasaki KX 250F,21,-,0,17,4
18,45,Mitchell Harrison,"Tallahassee, FL",Yamaha YZ250F,9,-,0,18,3
19,65,Paul Coates,"Zephyrhills, FL",Yamaha YZ250F,22,-,0,19,2
20,70,Dakota Alix,"Jay, VT",KTM 250 SX-F,20,-,0,20,1
21,34,Benny Bloss,"Oak Grove, MO",KTM 250SX-F Factory Editi,14,-,0,21,1
