POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,38,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,2,X,15,1,25
2,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,7,-,0,2,22
3,30,Martin Davalos,"Clermont, FL",Husqvarna FC250,1,-,0,3,20
4,28,Mitchell Oldenburg,"Alvord, TX",KTM 250SX-F Factory Editi,6,-,0,4,18
5,46,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,5,-,0,5,16
6,6,Jeremy Martin,"Millville, MN",Honda CRF 250,4,-,0,6,15
7,122,Dan Reardon,"Menifee, CA",Yamaha YZ250F,8,-,0,7,14
8,24,Austin Forkner,"Richards, MO",Kawasaki KX 250F,3,-,0,8,13
9,57,James Decotis,"Peabody, MA",Honda CRF 250,19,-,0,9,12
10,11,Kyle Chisholm,"Valrico, FL",Honda CRF 250,11,-,0,10,11
11,52,Tyler Bowers,"Corona, CA",Yamaha YZ250F,13,-,0,11,10
12,99,Chase Marquier,"Newcastle, OK",Honda CRF 250,20,-,0,12,9
13,74,Bradley Taft,"Nixa, MO",Yamaha YZ250F,10,-,0,13,8
14,138,Blake Lilly,"Wildomar, CA",KTM 250 SX-F,15,-,0,14,7
15,902,Killian Auberson,Switzerland,KTM 250 SX-F,16,-,0,15,6
16,71,Justin Starling,"Deland, FL",KTM 250 SX-F,14,-,0,16,5
17,37,Phillip Nicoletti,"Bethel, NY",Suzuki RM-Z250,17,-,0,17,4
18,53,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,18,-,0,18,3
19,203,Zachary Commans,"Seal Beach, CA",Kawasaki KX 250F,22,-,0,19,2
20,95,Aj Catanzaro,"Reston, VA",Yamaha YZ250F,12,-,0,20,1
