POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,1,-,11,1,25
2,46,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,2,-,0,2,22
3,28,Mitchell Oldenburg,"Alvord, TX",KTM 250SX-F Factory Editi,5,-,0,3,20
4,30,Martin Davalos,"Clermont, FL",Husqvarna FC250,10,X,3,4,18
5,38,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,4,-,0,5,16
6,57,James Decotis,"Peabody, MA",Honda CRF 250,3,-,0,6,15
7,64,Hayden Mellross,Australia,Yamaha YZ250F,7,-,0,7,14
8,11,Kyle Chisholm,"Valrico, FL",Honda CRF 250,12,-,0,8,13
9,53,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,13,-,0,9,12
10,244,Justin Hoeft,"Castaic, CA",Yamaha YZ250F,6,-,0,10,11
11,122,Dan Reardon,"Menifee, CA",Yamaha YZ250F,11,-,0,11,10
12,179,Jon Ames,"Riverside, CA",Yamaha YZ250F,19,-,0,12,9
13,71,Justin Starling,"Deland, FL",Husqvarna FC250,14,-,0,13,8
14,100,Joshua Hansen,"Elbert, CO",Husqvarna FC250,9,-,0,14,7
15,217,Ryan Breece,"Athol, ID",Kawasaki KX 250F,22,-,0,15,6
16,338,Ryan Surratt,"Corona, CA",Kawasaki KX 250F,16,-,0,16,5
17,87,Chris Howell,"Spokane Valley, WA",Husqvarna FC250,17,-,0,17,4
18,203,Zachary Commans,"Seal Beach, CA",Kawasaki KX 250F,21,-,0,18,3
19,95,Aj Catanzaro,"Reston, VA",Yamaha YZ250F,20,-,0,19,2
