POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,18,Jett Lawrence,"Wesley Chapel, FL",Honda CRF250R,2,-,14,1,26
2,50,Stilez Robertson,"Bakersfield, CA",Husqvarna FC 250,4,X,0,2,23
3,48,Cameron McAdoo,"Sioux City, IA",Kawasaki KX250,5,-,0,3,21
4,44,Pierce Brown,"Sandy, UT",GASGAS MC 250F,6,-,0,4,19
5,80,Enzo Lopes,"Indian Trail, NC",Yamaha YZ250F,10,-,0,5,18
6,90,Jordon Smith,"Ochlocknee, GA",Honda CRF250R,3,-,0,6,17
7,24,Rj Hampshire,"Minneola, FL",Husqvarna FC 250,1,-,0,7,16
8,715,Phillip Nicoletti,"Bethel, NY",Yamaha YZ250F,7,-,0,8,15
9,54,Mitchell Oldenburg,"Aledo, TX",Honda CRF250R,8,-,0,9,14
10,38,Joshua Varize,"Perris, CA",Husqvarna FC 250,20,-,0,10,13
11,81,Jace Owen,"Mattoon, IL",Yamaha YZ250F,9,-,0,11,12
12,72,John Short,"Pilot Point, TX",Honda CRF250R,13,-,0,12,11
13,129,Henry Miller,"Rochester, MN",KTM 250 SX-F,18,-,0,13,10
14,243,Hardy Munoz,"Kissimmee, FL",Kawasaki KX250,19,-,0,14,9
15,65,Grant Harlan,"Decatur, TX",Honda CRF250R,17,-,0,15,8
16,194,Lance Kobusch,"Malakoff, TX",Honda CRF250R,12,-,0,16,7
17,247,Brock Papi,"Clermont, FL",Kawasaki KX250,21,-,0,17,6
18,140,Cullin Park,"Clermont, FL",Honda CRF250R,11,-,0,18,5
19,331,Derek Drake,"Lake Elsinore, CA",Suzuki RM-Z250,22,-,0,19,4
20,39,Jarrett Frye,"Mechanicsville, MD",Honda CRF250R,15,-,0,20,3
21,192,Jack Chambers,"Auburndale, FL",KTM 250 SX-F,16,-,0,21,2
22,52,Kyle Peters,"Greensboro, NC",Honda CRF250R,14,-,0,22,1
