POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,18,Jett Lawrence,"Wesley Chapel, FL",Honda CRF250R,2,X,21,1,26
2,48,Cameron McAdoo,"Sioux City, IA",Kawasaki KX250,4,-,0,2,23
3,44,Pierce Brown,"Sandy, UT",GASGAS MC 250F,1,-,0,3,21
4,24,Rj Hampshire,"Minneola, FL",Husqvarna FC 250,10,-,0,4,19
5,90,Jordon Smith,"Ochlocknee, GA",Honda CRF250R,19,-,0,5,18
6,54,Mitchell Oldenburg,"Aledo, TX",Honda CRF250R,6,-,0,6,17
7,715,Phillip Nicoletti,"Bethel, NY",Yamaha YZ250F,16,-,0,7,16
8,50,Stilez Robertson,"Bakersfield, CA",Husqvarna FC 250,3,-,0,8,15
9,80,Enzo Lopes,"Indian Trail, NC",Yamaha YZ250F,20,-,0,9,14
10,38,Joshua Varize,"Perris, CA",Husqvarna FC 250,14,-,0,10,13
11,331,Derek Drake,"Lake Elsinore, CA",Suzuki RM-Z250,12,-,0,11,12
12,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ250F,8,-,0,12,11
13,72,John Short,"Pilot Point, TX",Honda CRF250R,11,-,0,13,10
14,81,Jace Owen,"Mattoon, IL",Yamaha YZ250F,5,-,0,14,9
15,129,Henry Miller,"Rochester, MN",KTM 250 SX-F,21,-,0,15,8
16,63,Jeremy Hand,"Mantua, OH",Honda CRF250R,13,-,0,16,7
17,519,Joshua Cartwright,"Fort Worth, TX",Kawasaki KX250,9,-,0,17,6
18,285,Marshal Weltin,"Ubly, MI",Yamaha YZ250F,15,-,0,18,5
19,140,Cullin Park,"Clermont, FL",Honda CRF250R,7,-,0,19,4
20,243,Hardy Munoz,"Kissimmee, FL",Kawasaki KX250,18,-,0,20,3
21,76,Devin Simonson,"Laurinburg, NC",Yamaha YZ250F,17,-,0,21,2
22,460,Michael Hicks,"Fenton, MO",KTM 250 SX-F,22,-,0,22,1
