POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,28,Christian Craig,"Temecula, CA",Yamaha YZ250F,1,-,7,1,26
2,29,Michael Mosiman,"Minneaola, FL",GASGAS MC 250F,2,X,8,2,23
3,96,Hunter Lawrence,"Wesley Chapel, FL",Honda CRF250R,5,-,0,3,21
4,49,Nate Thrasher,"Livingston, TN",Yamaha YZ250F,3,-,0,4,19
5,31,Jalek Swoll,"Clermont, FL",Husqvarna FC 250,6,-,0,5,18
6,910,Carson Brown,"Ravensdale, WA",KTM 250 SX-F,10,-,0,6,17
7,30,Jo Shimoda,"Menifee, CA",Kawasaki KX250,8,-,0,7,16
8,43,Carson Mumford,"Simi Valley, CA",Suzuki RM-Z250,14,-,0,8,15
9,69,Robbie Wageman,"Newhall, CA",Yamaha YZ250F,16,-,0,9,14
10,74,Derek Kelley,"Riverside, CA",KTM 250 SX-F,19,-,0,10,13
11,101,Dylan Walsh,"Southam, GB",Kawasaki KX250,20,-,0,11,12
12,161,Cole Thompson,"Brigden, ON",Yamaha YZ250F,7,-,0,12,11
13,64,Mitchell Harrison,"Leesburg, FL",GASGAS MC 250F,18,-,0,13,10
14,67,Logan Karnow,"Amherst, OH",Kawasaki KX250,15,-,0,14,9
15,98,Dominique Thury,"Schneeberg, GER",Yamaha YZ250F,12,-,0,15,8
16,79,Hunter Schlosser,"El Paso, TX",Yamaha YZ250F,22,-,0,16,7
17,55,Justin Rodbell,"Prince Frederick, MD",Kawasaki KX250,11,-,0,17,6
18,503,Mcclellan Hile,"Atascadero, CA",Honda CRF250R,17,-,0,18,5
19,62,Vince Friese,"Menifee, CA",Honda CRF250R,4,-,1,19,4
20,432,Kaeden Amerine,"Great Bend, KS",KTM 250 SX-F,9,-,0,20,3
21,141,Richard Taylor,"Woodland Hills, CA",Yamaha YZ250F,21,-,0,21,2
22,66,Chris Blose,"Phoenix, AZ",GASGAS MC 250F,13,-,0,22,1
