POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,20 Laps,0:46.942,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
2,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,1.687,0:46.992,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
3,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1.687,0:46.808,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
4,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,10.733,0:47.092,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
5,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,13.773,0:47.502,"MONSTER ENERGY KAWASAKI
"
6,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,24.278,0:47.979,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
7,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,25.264,0:47.964,"Autotrader/Monster/Yamaha team
"
8,41,Trey Canard,"Edmond, OK",Honda CRF 450,26.790,0:47.620,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
9,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,29.426,0:47.877,Smartop MotoConcepts Racing
10,19,Justin Bogle,"Cushing, OK",Honda CRF 450,31.686,0:47.821,GEICO Honda
11,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,37.713,0:47.645,"Honda HRC
"
12,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,19 Laps,0:48.394,MONSTER ENERGY KAWASAKI 
13,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,4.435,0:49.192,Smartop Mototconcepts
14,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,7.094,0:48.697,Autotrader/Monster/Yamaha team 
15,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,16.323,0:49.685,Team Tedder/Monster Energy/Kawasaki Racing.
16,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,18 Laps,0:50.368,TPJ Fly Racing Suzuki/Team3br DSC construction 
17,374,Cody Gilmore,"Omaha, NE",Kawasaki KX 450F,18.028,0:51.329,Yankton Motorsports / ARLO / Race Tech / Strikt / Thunder Ridge MX Park / inquire Partners / Ti Lube / Holirosa / Hotcams / Vertex / Rekluse / Sunstar/ ODI / Yoshimura / Rad MFG / SDG / Abbott MX / Galfer / Just1 / Motofoundry/ Works Connection / Hammerhe
18,10,Justin Brayton,"Mint Hill, NC",KTM 250SX-F Factory Editi,23.906,0:47.440,BTO Sports - KTM - WPS
19,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,17 Laps,0:47.403,Yoshimura Suzuki Factory Racing
20,291,Kyle White,"Freeport, IL",Honda CRF 450,18.017,0:52.089,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, Fly Racing, Rekluse Motorsports, Performance Electronics, Arai Helmets, Bel-Ray, TuBliss, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, Dunlop, RK"
21,801,Jeff Alessi,"Victorville, CA",Honda CRF 450,35.174,0:51.830,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, Jt Racing, Rekluse Motorsports, Performance Electronics, Evs Helmets, Bel-Ray, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, Dunlop, RK-­Excel, EV"
22,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,4 Laps,0:48.171,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
