POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,20 Laps,0:57.472,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
2,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,2.873,0:57.945,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
3,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,3.405,0:57.432,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
4,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,9.650,0:57.202,"MONSTER ENERGY KAWASAKI
"
5,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,18.417,0:58.151,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
6,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,21.170,0:58.229,"Honda HRC
"
7,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,25.069,0:58.407,BTO Sports/KTM/WPS
8,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,26.344,0:58.322,BTO Sports/KTM/WPS
9,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,26.770,0:58.067,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
10,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,37.576,0:58.747,Team Tedder-Monster Energy-Kawasaki Racing
11,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,39.600,0:59.171,"MONSTER ENERGY KAWASAKI
"
12,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,54.499,0:59.655,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
13,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,19 Laps,1:00.467,"Smartop Motoconcepts Racing
"
14,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,11.501,0:58.368,"Autotrader/Monster/Yamaha team
"
15,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,21.028,0:59.254,"CycleTrader Rock River YAMAHA GPI
"
16,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,29.758,1:00.164,"Smartop Motoconcepts Racing
"
17,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,39.698,1:02.279,Team3br dsc construction 
18,778,Lawson Bopping,Australia,Yamaha YZ450F,48.540,1:00.886,DPH Motorsports
19,151,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,18 Laps,1:02.269,Team Tedder/Monster Energy/Kawasaki Racing
20,801,Jeff Alessi,"Victorville, CA",Suzuki RM-Z450,16 Laps,1:05.528,MotoConcepts Racing/TLock/Dunlop/JT Racing/EVS
21,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,6 Laps,1:00.431,Autotrader/Monster/Yamaha team
22,41,Trey Canard,"Edmond, OK",Honda CRF 450,2 Laps,1:00.403,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
