POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,20 Laps,0:50.625,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1.410,0:50.754,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,19.457,0:51.259,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
4,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,22.380,0:51.014,"Honda HRC
"
5,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,27.185,0:51.176,"MONSTER ENERGY KAWASAKI
"
6,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,30.293,0:51.634,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
7,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,37.503,0:52.174,BTO Sports/KTM/WPS 
8,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,38.085,0:52.253,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
9,41,Trey Canard,"Edmond, OK",Honda CRF 450,48.835,0:52.370,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
10,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,50.126,0:52.408,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
11,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,54.861,0:53.115,BTO Sports/KTM/WPS 
12,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,1:14.687,0:52.466,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
13,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,19 Laps,0:52.914,BTO Sports/KTM/WPS
14,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,1.826,0:52.733,"MONSTER ENERGY KAWASAKI
"
15,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,5.122,0:53.256,Autotrader/Monster/Yamaha team 
16,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,7.337,0:52.404,Smartop MotoConcepts Racing
17,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,8.340,0:52.478,Motoconcepts
18,19,Justin Bogle,"Cushing, OK",Honda CRF 450,44.619,0:52.418,GEICO Honda
19,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,50.873,0:54.639,TPJ Fly Racing Suzuki/Team3br DSC construction 
20,447,Deven Raper,"Mesa, AZ",Kawasaki KX 450F,18 Laps,0:55.630,"Kelly's Kawasaki, RJC Racing, Dr.D (Dubach Racing Development), O'neal, Rekluse, Crank Works,Race Tech, Silo Creationz, Shoei, VonZipper, Mika Metals, DT-1 air filters, Milestone MX, RK/Excel, Dunlop, Motofoundry "
21,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,16 Laps,0:52.576,"Autotrader/Monster/Yamaha team
"
22,314,Alex Ray,"Milan, TN",Honda CRF 450,9 Laps,0:55.198,Spider Engergy/PRL/Noleen J-6/FXR/Sidi/Arai/SSI Decals/Pirelli/Rekluse/Motoseats/Yoshimura/Vertex/Hotcams/NoToil/Mika Metals/Works Connection/MOTOOL/TMM/Asterisk/Evans/Dubya/Ethika/K1-SPEED/Bob's House of Honda/Milan Pawn Shop
