POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,20 Laps,0:43.287,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,1.374,0:43.144,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,15.498,0:44.055,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
4,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,17.816,0:44.158,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
5,41,Trey Canard,"Edmond, OK",Honda CRF 450,18.166,0:43.702,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
6,19,Justin Bogle,"Cushing, OK",Honda CRF 450,34.165,0:44.565,GEICO Honda
7,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,37.043,0:44.064,"MONSTER ENERGY KAWASAKI
"
8,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,43.006,0:44.963,"Autotrader/Monster/Yamaha team
"
9,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,19 Laps,0:45.647,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
10,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,3.682,0:45.908,Yoshimura Suzuki Factory Racing
11,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,7.440,0:45.842,Smartop MotoConcepts Racing
12,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,10.740,0:44.977,MONSTER ENERGY KAWASAKI 
13,10,Justin Brayton,"Mint Hill, NC",KTM 250SX-F Factory Editi,11.026,0:45.430,BTO Sports - KTM - WPS
14,57,Joshua Hansen,"Elbert, CO",Kawasaki KX 450F,18.042,0:46.189,Nut Up/RBI International/Fox/Shift/Kawasaki/Supertech/Donnie Hansen MX Academy
15,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,20.291,0:46.318,Smartop Mototconcepts
16,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,23.800,0:46.004,Autotrader/Monster/Yamaha/JGR team
17,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,25.779,0:45.530,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
18,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,26.754,0:46.953,Team Tedder/Monster Energy/Kawasaki Racing.
19,761,Cade Clason,"Chesterfield, SC",Honda CRF 450,18 Laps,0:47.384,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, AXO, Rekluse Motorsports, Performance Electronics, Addidas, Bell Helmets, Bel-Ray, TuBliss, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, Dunlop, "
20,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,21.242,0:47.318,TPJ Fly Racing Suzuki/Team3br DSC construction 
21,314,Alex Ray,"Milan, TN",Honda CRF 450,15 Laps,0:48.043,Spider Energy Drink/FXR/K1 SPEED/NOLEEN J6/PRL/SIDI/ARAI/SSI DECALS/PIRELLI/REKLUSE/MOTOSEATS/YOSHIMURA/VERTEX/HOTCAM/NO TOIL/MIKA METALS/WORKS CONNECTIONS/MOTOOL/TMM/ASTERISK/DUBYA/ETHIKA/BOB'S HOUSE OF HONDA 
22,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,5 Laps,0:44.356,"Yoshimura Suzuki/Red Bull/Seven/Oakley/Go Pro/Bell Helmet
"
