POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,16 Laps,1:15.179,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
2,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,11.927,1:16.289,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
3,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,35.924,1:15.239,"MONSTER ENERGY KAWASAKI
"
4,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,54.031,1:15.961,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
5,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,58.530,1:18.517,Yoshimura Suzuki Factory Racing
6,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,1:11.383,1:19.084,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
7,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,15 Laps,1:19.246,BTOSports.com / KTM / WPS
8,41,Trey Canard,"Edmond, OK",Honda CRF 450,6.145,1:16.853,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
9,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,14.858,1:19.976,"Honda HRC
"
10,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,27.903,1:19.318,Autotrader/Monster/Yamaha/JGR team
11,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,34.234,1:19.355,MONSTER ENERGY KAWASAKI 
12,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,42.101,1:20.682,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
13,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,14 Laps,1:24.922,Smartop
14,19,Justin Bogle,"Cushing, OK",Honda CRF 450,21.223,1:19.030,GEICO Honda
15,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,28.320,1:22.651,Smartop MotoConcepts Racing
16,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,48.830,1:28.206,TPJ Fly Racing Suzuki/Team3br DSC construction 
17,792,Bracken Hall,"Rock Springs, WY",Honda CRF 450,13 Laps,1:31.649,"Rocky Mountain ATV/MC, Alpinestar, Rekluse, Pro Circuit, Oneil, HJC, Scott, Acerbis, Dunlop, Motoseat, Proven, VP works connection"
18,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,42.059,1:32.418,Team Tedder/Monster Energy/Kawasaki Racing.
19,167,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F,12 Laps,1:20.376," BTOSports.com/KTM/WPS
"
20,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,6 Laps,1:15.857,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
21,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,59.219,1:19.935,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
22,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,3 Laps,1:16.812,BTOSports.com/KTM/WPS 
