POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,20 Laps,0:48.794,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
2,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,1.479,0:48.947,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
3,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,10.499,0:49.044,"Honda HRC
"
4,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,11.397,0:49.066,"MONSTER ENERGY KAWASAKI
"
5,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,11.397,0:49.226,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
6,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,11.954,0:49.231,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
7,41,Trey Canard,"Edmond, OK",Honda CRF 450,17.628,0:49.475,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
8,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,18.295,0:49.818,Team Tedder-Monster Energy-Kawasaki Racing
9,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,20.454,0:49.400,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
10,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,22.333,0:49.577,BTO Sports/KTM/WPS
11,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,23.852,0:49.746,Autotrader/Monster/Yamaha/JGR team
12,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,24.442,0:49.645,BTO Sports/KTM/WPS
13,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,26.369,0:49.481,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
14,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,29.084,0:50.265,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
15,15,Dean Wilson,"Wesley Chapel, FL",KTM 450 SX-F Factory Edit,31.000,0:50.287,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
16,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,36.315,0:50.637,"MONSTER ENERGY KAWASAKI
"
17,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,38.206,0:50.767,"Smartop Motoconcepts Racing
"
18,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,39.743,0:50.431,"Smartop Motoconcepts Racing
"
19,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,19 Laps,0:50.191,"CycleTrader Rock River YAMAHA GPI
"
20,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,9.303,0:51.695,Team3br dsc construction 
21,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,29.778,0:50.663,Autotrader/Monster/Yamaha team
22,19,Justin Bogle,"Cushing, OK",Honda CRF 450,12 Laps,0:49.884,GEICO Honda
