POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,20 Laps,1:02.548,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,4.540,1:02.727,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
3,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,13.076,1:02.602,"MONSTER ENERGY KAWASAKI
"
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,19.952,1:03.219,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
5,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,21.944,1:03.595,BTO Sports/KTM/WPS 
6,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,25.514,1:03.669,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
7,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,27.662,1:03.573,BTO Sports/KTM/WPS 
8,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,35.673,1:03.456,"Honda HRC
"
9,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,39.237,1:03.367,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
10,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,52.501,1:04.325,"MONSTER ENERGY KAWASAKI
"
11,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,56.933,1:04.491,"Autotrader/Monster/Yamaha team
"
12,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,1:00.162,1:04.687,Smartop MotoConcepts Racing
13,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,1:11.165,1:05.029,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
14,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,19 Laps,1:05.639,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
15,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,17.021,1:04.691,"CycleTrader Rock River YAMAHA GPI
"
16,778,Lawson Bopping,Australia,Yamaha YZ450F,40.006,1:05.748,DPH Motorsports
17,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,53.957,1:05.281,Autotrader/Monster/Yamaha team 
18,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,55.189,1:06.715,Motoconcepts
19,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,18 Laps,1:07.953,Team3br dsc construction
20,761,Cade Clason,"Chesterfield, SC",Honda CRF 450,17 Laps,1:08.543,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, AXO, Rekluse Motorsports, Performance Electronics, Addidas, Bell Helmets, Bel-Ray, TuBliss, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, Dun"
21,314,Alex Ray,"Milan, TN",Honda CRF 450,16 Laps,1:08.409,Spider Engergy/PRL/Noleen J-6/FXR/Sidi/Arai/SSI Decals/Pirelli/Rekluse/Motoseats/Yoshimura/Vertex/Hotcams/NoToil/Mika Metals/Works Connection/MOTOOL/TMM/Asterisk/Evans/Dubya/Ethika/K1-SPEED/Bob's House of Honda/Milan Pawn Shop
22,240,Bryce Stewart,"Canyon Lake, CA",Yamaha YZ450F,10.588,1:10.628,Barrettheritageracing.com 
