POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,20 Laps,0:57.995,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
2,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,2.368,0:58.137,"Honda HRC
"
3,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,4.531,0:58.325,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,8.833,0:58.215,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
5,41,Trey Canard,"Edmond, OK",Honda CRF 450,9.911,0:58.170,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
6,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,11.475,0:58.398,"MONSTER ENERGY KAWASAKI
"
7,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,22.791,0:58.523,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
8,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,25.295,0:58.528,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
9,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,32.359,0:59.244,"Autotrader/Monster/Yamaha team
"
10,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,35.926,0:59.648,BTO Sports/KTM/WPS 
11,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,47.883,0:59.392,BTO Sports/KTM/WPS 
12,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,48.681,0:59.823,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
13,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,50.225,1:00.123,"MONSTER ENERGY KAWASAKI
"
14,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,55.825,1:00.271,BTO Sports/KTM/WPS
15,19,Justin Bogle,"Cushing, OK",Honda CRF 450,1:00.192,1:00.249,GEICO Honda
16,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,19 Laps,1:01.178,Motoconcepts
17,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,1.106,1:00.235,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
18,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,13.318,1:00.712,Autotrader/Monster/Yamaha team 
19,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,18.765,1:01.036,Smartop MotoConcepts Racing
20,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,32.275,1:01.648,TPJ Fly Racing Suzuki/Team3br DSC construction
21,801,Jeff Alessi,"Victorville, CA",Suzuki RM-Z450,17 Laps,1:03.860,"Motoconcepts, alpinestars, Evs sports, jet racing, t-lock"
22,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,9 Laps,1:01.543,"CycleTrader Rock River YAMAHA GPI
"
