POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,20 Laps,0:53.229,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,3.131,0:53.508,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
3,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,14.271,0:53.893,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,19.627,0:53.849,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
5,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,22.898,0:54.292,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
6,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,30.500,0:54.389,"Honda HRC
"
7,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,38.511,0:55.291,"MONSTER ENERGY KAWASAKI
"
8,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,43.610,0:55.642,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
9,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,47.012,0:55.675,BTO Sports/KTM/WPS
10,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,50.023,0:55.698,"MONSTER ENERGY KAWASAKI
"
11,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,19 Laps,0:55.261,"Autotrader/Monster/Yamaha team
"
12,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,22.380,0:55.369,BTO Sports/KTM/WPS
13,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,24.331,0:55.610,"Smartop Motoconcepts Racing
"
14,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,29.058,0:55.811,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
15,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,32.487,0:55.773,Yoshimura Suzuki Factory Racing
16,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,42.178,0:56.455,"Smartop Motoconcepts Racing
"
17,778,Lawson Bopping,Australia,Yamaha YZ450F,53.907,0:57.119,DPH Motorsports
18,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,1:05.349,0:58.053,-- none listed --
19,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,1:18.896,0:56.655,Autotrader/Monster/Yamaha team 
20,761,Cade Clason,"Chesterfield, SC",Honda CRF 450,18 Laps,0:58.351,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, AXO, Rekluse Motorsports, Performance Electronics, Addidas, Bell Helmets, Bel-Ray, TuBliss, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, Dunlop, "
21,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,14.266,0:58.910, 
22,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,8 Laps,0:54.779,"Yoshimura Suzuki/Red Bull/Seven/Oakley/Go Pro/Bell Helmet
"
