POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,20 Laps,0:45.943,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
2,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,4.110,0:45.783,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
3,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,7.630,0:46.042,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
4,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,15.264,0:46.193,BTO Sports/KTM/WPS 
5,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,19.374,0:46.731,BTO Sports/KTM/WPS 
6,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,22.853,0:46.843,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
7,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,25.801,0:46.843,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
8,19,Justin Bogle,"Cushing, OK",Honda CRF 450,28.090,0:46.629,GEICO Honda
9,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,29.756,0:46.939,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
10,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,37.216,0:46.500,"Honda HRC
"
11,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,41.182,0:46.544,"MONSTER ENERGY KAWASAKI
"
12,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,45.009,0:47.703,"Autotrader/Monster/Yamaha team
"
13,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,50.689,0:47.589,Smartop MotoConcepts Racing
14,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,19 Laps,0:48.357,"Yoshimura Suzuki/Red Bull/Seven/Oakley/Go Pro/Bell Helmet
"
15,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,1.020,0:48.535,Motoconcepts
16,41,Trey Canard,"Edmond, OK",Honda CRF 450,3.429,0:47.154,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
17,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,3.906,0:47.869,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
18,45,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z450,19.822,0:48.444,Motorcycle Superstore Suzuki
19,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,32.715,0:49.007,CycleTrader Rock River Yamaha GPI
20,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,50.167,0:49.447,TPJ Fly Racing Suzuki/Team3br DSC construction 
21,86,Aj Catanzaro,"Savannah, GA",Kawasaki KX 450F,18 Laps,0:49.812,Pilgrim Powersports
22,99,Heath Harrison,"Silverhill, AL",Kawasaki KX 450F,7 Laps,0:51.786,"Got Gear Motorsports, Murphy Clearing and Grading, Fast Lap suspension, FXR, Scott, Rekluse"
