POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,6,-,4,1,26
2,94,Ken Roczen,"Clermont, FL",Honda CRF450R Works Editi,1,-,14,2,23
3,1,Cooper Webb,"Clermont, FL",KTM 450SX-F Factory Editi,2,-,0,3,21
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 Factory E,4,X,0,4,19
5,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,5,-,0,5,18
6,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,3,-,0,6,17
7,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 Factory E,12,-,0,7,16
8,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,9,-,0,8,15
9,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,14,-,0,9,14
10,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,7,-,0,10,13
11,64,Vince Friese,"Menifee, CA",Honda CRF450R,8,-,0,11,12
12,50,Benny Bloss,"Oak Grove, MO",KTM 450SX-F FE,13,-,0,12,11
13,22,Chad Reed,"Cornelius, NC",Honda CRF450R,10,-,0,13,10
14,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F Factory Editi,20,-,0,14,9
15,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,18,-,0,15,8
16,91,Ryan Sipes,"Ekron, KY",KTM 450SX-F,15,-,0,16,7
17,48,Henry Miller,"Rochester, MN",KTM 450SX-F,17,-,0,17,6
18,71,Ryan Breece,"Athol, ID",Suzuki RMZ450,19,-,0,18,5
19,722,Adam Enticknap,"Lompoc, CA",Suzuki RMZ450,21,-,0,19,4
20,393,Daniel Herrlein,"Bethesda, OH",KTM 450SX-F,22,-,0,20,3
21,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,16,-,0,21,2
