POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,3,-,8,1,26
2,1,Cooper Webb,"Clermont, FL",KTM 450SX-F Factory Editi,4,-,0,2,23
3,94,Ken Roczen,"Clermont, FL",Honda CRF450R Works Editi,1,X,13,3,21
4,9,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX450,12,-,0,4,19
5,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 Factory E,14,-,0,5,18
6,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,19,-,0,6,17
7,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 Factory E,20,-,0,7,16
8,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,2,-,0,8,15
9,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F Factory Editi,5,-,0,9,14
10,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,7,-,0,10,13
11,16,Zach Osborne,"Abingdon, VA",Husqvarna FC450 Factory E,9,-,0,11,12
12,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,8,-,0,12,11
13,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,6,-,0,13,10
14,64,Vince Friese,"Menifee, CA",Honda CRF450R,11,-,0,14,9
15,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F Factory Editi,10,-,0,15,8
16,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,13,-,0,16,7
17,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,15,-,0,17,6
18,61,Alex Ray,"Milan, TN",Kawasaki KX450,22,-,0,18,5
19,44,Kyle Cunningham,"WIllow park, TX",Suzuki RMZ450,17,-,0,19,4
20,82,Cade Autenrieth,"HEMET, CA",Honda CRF450R,21,-,0,20,3
21,71,Ryan Breece,"Athol, ID",Suzuki RMZ450,16,-,0,21,2
22,86,Joshua Cartwright,"Tallahassee, FL",Kawasaki KX450,18,-,0,22,1
