POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Cooper Webb,"Clermont, FL",KTM 450SX-F FE,3,-,7,1,26
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,4,-,0,2,23
3,16,Zach Osborne,"Clermont, FL",Husqvarna FC450 FE,6,X,20,3,21
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 FE,5,-,0,4,19
5,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,2,-,0,5,18
6,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 FE,7,-,0,6,17
7,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,1,-,0,7,16
8,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,11,-,0,8,15
9,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,9,-,0,9,14
10,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,19,-,0,10,13
11,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F FE,10,-,0,11,12
12,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,15,-,0,12,11
13,50,Benny Bloss,"Oak Grove, MO",KTM 450SX-F FE,8,-,0,13,10
14,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F FE,14,-,0,14,9
15,44,Kyle Cunningham,"WIllow Park, TX",Suzuki RMZ450,12,-,0,15,8
16,64,Vince Friese,"Menifee, CA",Honda CRF450R,17,-,0,16,7
17,22,Chad Reed,"Cornelius, NC",Honda CRF450R,13,-,0,17,6
18,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,18,-,0,18,5
19,722,Adam Enticknap,"Lompoc, CA",Suzuki RMZ450,21,-,0,19,4
20,69,Carlen Gardner,"Paso Robles, CA",Honda CRF450R,20,-,0,20,3
21,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,16,-,0,21,2
22,71,Ryan Breece,"Athol, ID",Suzuki RMZ450,22,-,0,22,1
