POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,2,-,15,1,26
2,9,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX450,4,-,7,2,23
3,1,Cooper Webb,"Clermont, FL",KTM 450SX-F Factory Editi,6,-,0,3,21
4,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F FE,11,-,0,4,19
5,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 Factory E,10,-,0,5,18
6,94,Ken Roczen,"Clermont, FL",Honda CRF450R Works Editi,3,-,0,6,17
7,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,7,-,0,7,16
8,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,1,-,0,8,15
9,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,13,-,0,9,14
10,64,Vince Friese,"Menifee, CA",Honda CRF450R,5,X,0,10,13
11,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,8,-,0,11,12
12,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,22,-,0,12,11
13,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 Factory E,14,-,0,13,10
14,16,Zach Osborne,"Abingdon, VA",Husqvarna FC450 Factory E,19,-,0,14,9
15,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F Factory Editi,9,-,0,15,8
16,19,Justin Bogle,"Edmond, OK",KTM 250SX-F Factory Editi,12,-,0,16,7
17,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,21,-,0,17,6
18,22,Chad Reed,"Cornelius, NC",Honda CRF450R,20,-,0,18,5
19,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,17,-,0,19,4
20,49,Chris Blose,"Phoenix, AZ",Honda CRF450R,15,-,0,20,3
21,31,Fredrik Noren,"Indian Trail, NC",Suzuki RMZ450,16,-,0,21,2
22,53,James Decotis,"Huntersville, NC",Suzuki RMZ450,18,-,0,22,1
