POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Cooper Webb,"Clermont, FL",KTM 450SX-F FE,3,-,7,1,26
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,4,-,0,2,25
3,16,Zach Osborne,"Clermont, FL",Husqvarna FC450 FE,12,X,22,3,27
4,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,13,-,0,4,19
5,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 FE,1,-,0,5,18
6,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,15,-,0,6,17
7,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,10,-,0,7,21
8,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F FE,8,-,0,8,19
9,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,7,-,0,9,14
10,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F FE,5,-,0,10,13
11,50,Benny Bloss,"Oak Grove, MO",KTM 450SX-F FE,11,-,0,11,12
12,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,9,-,0,12,11
13,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 FE,2,-,0,13,11
14,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,6,-,0,14,12
15,22,Chad Reed,"Cornelius, NC",Honda CRF450R,19,-,0,15,8
16,20,Broc Tickle,"Holly, MI",Suzuki RMZ450,14,-,0,16,14
17,64,Vince Friese,"Menifee, CA",Honda CRF450R,17,-,0,17,6
18,44,Kyle Cunningham,"WIllow Park, TX",Suzuki RMZ450,21,-,0,18,5
19,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,20,-,0,19,4
20,31,Fredrik Noren,"Indian Trail, NC",Suzuki RMZ450,22,-,0,20,13
21,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,16,-,0,21,10
22,61,Alex Ray,"Milan, TN",Kawasaki KX450,18,-,0,22,10
