POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,1,-,26,1,26
2,1,Cooper Webb,"Clermont, FL",KTM 450SX-F FE,9,X,3,2,23
3,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,3,-,0,3,21
4,16,Zach Osborne,"Clermont, FL",Husqvarna FC450 FE,10,-,0,4,19
5,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,5,-,0,5,18
6,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 FE,4,-,0,6,17
7,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F FE,19,-,0,7,16
8,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,12,-,0,8,15
9,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,6,-,0,9,14
10,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,11,-,0,10,13
11,22,Chad Reed,"Cornelius, NC",Honda CRF450R,8,-,0,11,12
12,20,Broc Tickle,"Holly, MI",Suzuki RMZ450,20,-,0,12,11
13,50,Benny Bloss,"Oak Grove, MO",KTM 450SX-F FE,2,-,0,13,10
14,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,14,-,0,14,9
15,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,15,-,0,15,8
16,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,17,-,0,16,7
17,64,Vince Friese,"Menifee, CA",Honda CRF450R,13,-,0,17,6
18,722,Adam Enticknap,"Lompoc, CA",Suzuki RMZ450,18,-,0,18,5
19,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F FE,16,-,0,19,4
20,71,Ryan Breece,"Athol, ID",Suzuki RMZ450,21,-,0,20,3
21,597,Mason Kerr,"Altoona, IA",Kawasaki KX450,22,-,0,21,2
22,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 FE,7,-,0,22,1
