POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,24 Laps,0:50.927,MONSTER ENERGY KAWASAKI
2,1,Cooper Webb,"Clermont, FL",KTM 450SX-F FE,1.281,0:51.647,KTM/RED BULL/MOTOREX/AKRAPOVIC/WELLS FARGO/DUNLOP
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 FE,43.995,0:52.111,Rockstar Energy Husqvarna Factory Racing
4,16,Zach Osborne,"Clermont, FL",Husqvarna FC450 FE,23 Laps,0:52.195,Rockstar Energy Husqvarna Factory Racing
5,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,11.827,0:53.691,"Smartop/Bullfrog Spas/Motoconcept Honda, Seven, Shoei,Scott Goggles, Garnae Boots, Toyota Escondido"
6,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 FE,34.110,0:54.770,Rockstar Energy Husqvarna Factory Racing
7,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,37.395,0:54.931,Honda HRC
8,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F FE,38.623,0:54.750,Team Tedder / Monster Energy Racing
9,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,39.493,0:54.727,Monster Energy Yamaha Factory Racing
10,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,22 Laps,0:52.927,"Team Honda HRC, Red Bull, Fox Racing, GoPro, Art of Sport, Breitling"
11,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,8.582,0:54.510,Monster Energy Yamaha Factory Racing
12,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F FE,20.780,0:54.469,Team rocky mountain/WPS/KTM
13,50,Benny Bloss,"Oak Grove, MO",KTM 450SX-F FE,26.983,0:54.481,Rocky Mountain WPS KTM
14,22,Chad Reed,"Cornelius, NC",Honda CRF450R,48.857,0:55.269,"Mountain Motorsports, cbdMD, Fox, Arma, Boost, Knobby"
15,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,21 Laps,0:58.122,Smartop/MotoConcepts/Bullfrog Spas Honda
16,64,Vince Friese,"Menifee, CA",Honda CRF450R,2.257,0:58.536,Smartop BullFrog Honda
17,20,Broc Tickle,"Holly, MI",Suzuki RMZ450,3.923,0:58.468,JGR/Yoshimura/Suzuki Factory Racing
18,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,7.143,0:59.402,"TEAM CHZ, TILUBE, ROCKRIVER, RICKIEFOWLER.COM, PUREKANA, YAMAHA"
19,44,Kyle Cunningham,"WIllow Park, TX",Suzuki RMZ450,20 Laps,0:57.540,HEP Motorsports Suzuki
20,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,5.453,0:58.455,Triggr/RAK Racing/AHM Factory Services/Kawasaki
21,71,Ryan Breece,"Athol, ID",Suzuki RMZ450,19 Laps,0:59.381,HEP Motorsports Suzuki
22,88,Logan Karnow,"Amherst, OH",Kawasaki KX250,18 Laps,1:04.701,Team PR-MX Just1 Wossner Pelletier Kawasaki
