POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,26 Laps,0:48.167,MONSTER ENERGY KAWASAKI
2,1,Cooper Webb,"Clermont, FL",KTM 450SX-F Factory Editi,7.290,0:48.888,KTM/RED BULL/MOTOREX/AKRAPOVIC/WELLS FARGO/DUNLOP
3,94,Ken Roczen,"Clermont, FL",Honda CRF450R Works Editi,18.043,0:48.848,"Team Honda HRC, Red Bull, Fox Racing, GoPro, Art of Sport, Breitling"
4,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,24.117,0:49.412,Monster Energy Yamaha Factory Racing
5,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,24.510,0:49.591,Smartop/MotoConcepts/Bullfrog Spas Honda
6,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 Factory E,26.761,0:49.637,Rockstar Energy Husqvarna Factory Racing
7,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,28.314,0:48.813,"Smartop/Bullfrog Spas/Motoconcept Honda, Seven, Shoei,Scott Goggles, Garnae Boots, Toyota Escondido"
8,9,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX450,28.968,0:48.518,MONSTER ENERGY KAWASAKI
9,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,31.812,0:49.335,Honda HRC
10,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 Factory E,31.813,0:49.304,Rockstar Energy Husqvarna Factory Racing
11,16,Zach Osborne,"Abingdon, VA",Husqvarna FC450 Factory E,44.114,0:49.944,Rockstar Energy Husqvarna Factory Racing
12,20,Broc Tickle,"Holly, MI",Suzuki RMZ450,44.644,0:50.153,JGR/Yoshimura/Suzuki Factory Racing
13,64,Vince Friese,"Menifee, CA",Honda CRF450R,25 Laps,0:50.140,Smartop BullFrog Honda
14,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F Factory Editi,0.313,0:50.150,Team Tedder / Monster Energy Racing
15,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,8.666,0:50.376,Triggr/RAK Racing/AHM Factory Services/Kawasaki
16,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,9.643,0:49.757,Monster Energy Yamaha Factory Racing
17,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,25.006,0:51.291,"TEAM CHZ, TILUBE, ROCKRIVER, RICKIEFOWLER.COM, PUREKANA, YAMAHA"
18,44,Kyle Cunningham,"WIllow Park, TX",Suzuki RMZ450,38.583,0:50.865,HEP Motorsports Suzuki
19,22,Chad Reed,"Cornelius, NC",Honda CRF450R,51.730,0:50.720,"Mountain Motorsports, cbdMD, Fox, Arma, Boost, Knobby"
20,71,Ryan Breece,"Athol, ID",Suzuki RMZ450,24 Laps,0:50.817,HEP Suzuki
21,722,Adam Enticknap,"Lompoc, CA",Suzuki RMZ450,6.854,0:52.015,"HEP motorsports, Suzuki"
22,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F Factory Editi,DNS,,Team rocky mountain/WPS/KTM
