POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,28,Shane Mcelrath,"Canton, NC",KTM 250 SX-F,1,X,18,1,26
2,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,5,-,0,2,23
3,92,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,3,-,0,3,21
4,17,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,4,-,0,4,19
5,32,Christian Craig,"Orange, CA",Honda CRF 250,2,-,0,5,18
6,52,Mitchell Oldenburg,"Alvord, TX",Yamaha YZ250F,6,-,0,6,17
7,1,Justin Hill,"Yoncalla, OR",Suzuki RM-Z250,10,-,0,7,16
8,40,Chase Sexton,"Clermont, FL",Honda CRF 250,11,-,0,8,15
9,62,Justin Cooper,"Huntington, NY",Yamaha YZ250F,19,-,0,9,14
10,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ250F,14,-,0,10,13
11,53,Bradley Taft,"Nixa, MO",Yamaha YZ250F,7,-,0,11,12
12,42,Dakota Alix,"Jay, VT",KTM 250SX-F Factory Editi,15,-,0,12,11
13,63,Hayden Mellross,"Clermont, FL",Yamaha YZ250F,9,-,0,13,10
14,30,Mitchell Harrison,"Tallahassee, FL",Husqvarna FC250,20,-,0,14,9
15,67,Justin Hoeft,"Castaic, CA",Yamaha YZ250F,13,-,0,15,8
16,68,Justin Starling,"Deland, FL",Husqvarna FC250,16,-,0,16,7
17,217,Ryan Breece,"Athol, ID",Kawasaki KX 250F,17,-,0,17,6
18,902,Killian Auberson,"Corona, CA",KTM 250 SX-F,21,-,0,18,5
19,992,Jean Ramos,"Corona, CA",Yamaha YZ250F,22,-,0,19,4
20,388,Brandan Leith,"Eagle Mountain, UT",Kawasaki KX 250F,18,-,0,20,3
21,26,Alex Martin,"Millville, MN",KTM 250 SX-F,8,-,0,21,2
