POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Eli Tomac,"Cortez, CO",Honda CRF 250,2,-,8,1,25
2,94,Ken Roczen,"Murrieta, CA",KTM 250 SX-F,1,-,0,2,22
3,40,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,19,-,7,3,20
4,43,Cole Seely,"Murrieta, CA",Honda CRF 250,3,-,0,4,18
5,36,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,9,X,0,5,16
6,338,Zach Osborne,"Lake Elsinore, CA",Honda CRF 250,7,-,0,6,15
7,35,Ryan Sipes,"Ekron, KY",Suzuki RM-Z250,5,-,0,7,14
8,38,Kyle Cunningham,"Aledo, TX",Yamaha YZ250F,13,-,0,8,13
9,176,Joey Savatgy,"Thomasville, GA",Honda CRF 250,4,-,0,9,12
10,59,Christian Craig,"Wildomar, CA",Honda CRF 250,6,-,0,10,11
11,74,Max Anstie,"Hemet, CA",Suzuki RM-Z250,12,-,0,11,10
12,28,Tyla Rattray,"Wildomar, CA",Kawasaki KX 250F,10,-,0,12,9
13,76,Austin Politelli,"Menifee, CA",Honda CRF 250,15,-,0,13,8
14,205,Josh Cachia,"Murrieta, Ca",KTM 250 SX-F,16,-,0,14,7
15,965,Travis Bright,"Ojai, CA",Honda CRF 250,20,-,0,15,6
16,846,Trevor Reis,"Alpine, CA",Honda CRF 250,18,-,0,16,5
17,80,Michael Leib,"Menifee, CA",Honda CRF 250,17,-,0,17,4
18,32,Malcolm Stewart,"Haines City, FL",Honda CRF 250,11,-,0,18,3
19,91,Topher Ingalls,"San Luis Obispo, CA",Honda CRF 250,14,-,0,19,2
20,23,Jake Canada,"Sun City, CA",Honda CRF 250,8,-,0,20,1
