POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Murrieta, CA",KTM 250 SX-F,3,-,15,1,25
2,40,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,1,-,0,2,22
3,1,Eli Tomac,"Cortez, CO",Honda CRF 250,2,-,0,3,20
4,38,Kyle Cunningham,"Aledo, TX",Yamaha YZ250F,9,-,0,4,18
5,21,Jason Anderson,"Edgewood, NM",Suzuki RM-Z250,6,-,0,5,16
6,31,Travis Baker,"Romoland, CA",Yamaha YZ250F,12,-,0,6,15
7,176,Joey Savatgy,"Thomasville, GA",KTM 250 SX-F,4,-,0,7,14
8,76,Austin Politelli,Menifee CA,Honda CRF 250,11,-,0,8,13
9,74,Max Anstie,"Hemet, CA",Suzuki RM-Z250,10,-,0,9,12
10,338,Zach Osborne,"Lake Elsinore, CA",Honda CRF 250,19,-,0,10,10
11,36,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,7,-,0,11,11
12,43,Cole Seely,"Murrieta, CA",Honda CRF 250,5,-,0,12,9
13,59,Christian Craig,"Wildomar, CA",Honda CRF 250,20,-,0,13,7
14,205,Josh Cachia,"Murrieta, CA",KTM 250 SX-F,8,-,0,14,8
15,78,Scott Champion,"La Jolla, CA ",Honda CRF 250,17,-,0,15,6
16,948,Kade Mosig,Australia,Kawasaki KX 250F,16,-,0,16,5
17,992,Jean Ramos,"Corona, CA",Kawasaki KX 250F,14,-,0,17,4
18,72,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,13,-,0,18,3
19,653,Tyler Bereman,"Lake Elsinore, CA",Kawasaki KX 250F,18,-,0,19,2
