POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,1,-,15,1,25
2,13,Blake Wharton,"Pilot Point, TX",Suzuki RM-Z250,19,-,0,2,22
3,19,William Hahn,"Decatur, TX",Honda CRF 250,10,-,0,3,20
4,50,Kyle Peters,"Greensboro, NC",Honda CRF 250,12,X,0,4,18
5,317,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,15,-,0,5,16
6,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,4,-,0,6,15
7,67,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,2,-,0,7,14
8,613,James Decotis,"Peabody, MA",Honda CRF 250,6,-,0,8,13
9,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,3,-,0,9,12
10,87,Lance Vincent,"Youngsville, LA",KTM 250 SX-F,13,-,0,10,11
11,194,Jackson Richardson,"Cairns, Australia",Honda CRF 250,17,-,0,11,10
12,248,Mitchell Oldenburg,"Fridley, MN",Honda CRF 250,14,-,0,12,9
13,45,Gareth Swanepoel,"Murrieta, CA",Kawasaki KX 250F,18,-,0,13,8
14,412,Levi Kilbarger,"Logan, OH",Honda CRF 250,5,-,0,14,7
15,385,Adam Gulley,"Jonesburg, MO",Kawasaki KX 250F,9,-,0,15,6
16,244,Ryan Zimmer,"Fuquay Varina, NC",Honda CRF 250,16,-,0,16,5
