POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Eli Tomac,"Cortez, CO",Honda CRF 250,3,-,5,1,25
2,94,Ken Roczen,"Murrieta, CA",KTM 250 SX-F,1,-,0,2,22
3,43,Cole Seely,"Murrieta, CA",Honda CRF 250,9,X,10,3,20
4,338,Zach Osborne,"Lake Elsinore, CA",Honda CRF 250,5,-,0,4,18
5,23,Jake Canada,"Sun City, CA",Honda CRF 250,7,-,0,5,16
6,59,Christian Craig,"Wildomar, CA",Honda CRF 250,14,-,0,6,15
7,21,Jason Anderson,"Edgewood, NM",Suzuki RM-Z250,4,-,0,7,14
8,28,Tyla Rattray,"Durban, South Africa",Kawasaki KX 250F,11,-,0,8,13
9,38,Kyle Cunningham,"Aledo, TX",Yamaha YZ250F,16,-,0,9,12
10,36,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,19,-,0,10,11
11,32,Malcolm Stewart,"Haines City, FL",KTM 250 SX-F,20,-,0,11,10
12,40,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,6,-,0,12,9
13,31,Travis Baker,"Romoland, CA",Yamaha YZ250F,12,-,0,13,8
14,72,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,15,-,0,14,7
15,78,Scott Champion,"La Jolla, CA ",Honda CRF 250,17,-,0,15,6
16,396,Diillan Epstein,"Thousand Oaks, CA",Kawasaki KX 250F,18,-,0,16,5
