POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,8,-,0,1,25
2,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,10,-,1,2,22
3,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1,X,18,3,20
4,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,11,-,0,4,18
5,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,3,-,0,5,16
6,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,4,-,0,6,15
7,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,9,-,0,7,14
8,41,Trey Canard,"Edmond, OK",Honda CRF 450,2,-,0,8,13
9,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,16,-,0,9,12
10,19,Justin Bogle,"Cushing, OK",Honda CRF 450,7,-,0,10,11
11,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,5,-,0,11,10
12,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,14,-,0,12,9
13,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,17,-,0,13,8
14,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,13,-,0,14,7
15,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,19,-,0,15,6
16,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,18,-,1,16,5
17,374,Cody Gilmore,"Omaha, NE",Kawasaki KX 450F,21,-,0,17,4
18,10,Justin Brayton,"Mint Hill, NC",KTM 250SX-F Factory Editi,6,-,0,18,3
19,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,12,-,0,19,2
20,291,Kyle White,"Freeport, IL",Honda CRF 450,22,-,0,20,1
21,801,Jeff Alessi,"Victorville, CA",Honda CRF 450,20,-,0,21,1
22,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,15,-,0,22,1
