POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,3,-,19,1,25
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,2,-,1,2,22
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,1,-,0,3,20
4,41,Trey Canard,"Edmond, OK",Honda CRF 450,4,-,0,4,18
5,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,9,-,0,5,16
6,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,11,-,0,6,15
7,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,12,-,0,7,14
8,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,5,-,0,8,13
9,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,7,-,0,9,12
10,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,10,X,0,10,11
11,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,20,-,0,11,10
12,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,8,-,0,12,9
13,19,Justin Bogle,"Cushing, OK",Honda CRF 450,6,-,0,13,8
14,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,14,-,0,14,7
15,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,13,-,0,15,6
16,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,19,-,0,16,5
17,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,17,-,0,17,4
18,761,Cade Clason,"Chesterfield, SC",Honda CRF 450,18,-,0,18,3
19,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,16,-,0,19,2
20,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,15,-,0,20,1
21,70,Tony Archer,"Waldorf, MD",Kawasaki KX 450F,21,-,0,21,1
22,801,Jeff Alessi,"Victorville, CA",Honda CRF 450,22,-,0,22,1
