POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,2,X,19,1,25
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,6,-,1,2,22
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,1,-,0,3,20
4,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,12,-,0,4,18
5,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,17,-,0,5,16
6,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,11,-,0,6,15
7,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,5,-,0,7,14
8,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,4,-,0,8,13
9,41,Trey Canard,"Edmond, OK",Honda CRF 450,7,-,0,9,12
10,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,13,-,0,10,11
11,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,14,-,0,11,10
12,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,15,-,0,12,9
13,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,18,-,0,13,8
14,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,19,-,0,14,7
15,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,16,-,0,15,6
16,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,3,-,0,16,5
17,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,8,-,0,17,4
18,19,Justin Bogle,"Cushing, OK",Honda CRF 450,9,-,0,18,3
19,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,20,-,0,19,2
20,447,Deven Raper,"Mesa, AZ",Kawasaki KX 450F,21,-,0,20,1
21,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,10,-,0,21,1
22,314,Alex Ray,"Milan, TN",Honda CRF 450,22,-,0,22,1
