POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,2,X,16,1,25
2,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,4,-,0,2,22
3,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,6,-,0,3,20
4,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,9,-,0,4,18
5,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,10,-,0,5,16
6,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,11,-,0,6,15
7,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,19,-,0,7,14
8,41,Trey Canard,"Edmond, OK",Honda CRF 450,15,-,0,8,13
9,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,17,-,0,9,12
10,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,12,-,0,10,11
11,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,7,-,0,11,10
12,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,8,-,0,12,9
13,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,21,-,0,13,8
14,19,Justin Bogle,"Cushing, OK",Honda CRF 450,1,-,0,14,7
15,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,14,-,0,15,6
16,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,16,-,0,16,5
17,792,Bracken Hall,"Rock Springs, WY",Honda CRF 450,22,-,0,17,4
18,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,20,-,0,18,3
19,167,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F,18,-,0,19,2
20,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,5,-,0,20,1
21,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,13,-,0,21,1
22,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,3,-,0,22,1
