POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,6,-,19,1,25
2,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,8,-,0,2,22
3,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,4,-,0,3,20
4,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,10,-,0,4,18
5,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,1,-,1,5,16
6,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,11,-,0,6,15
7,41,Trey Canard,"Edmond, OK",Honda CRF 450,2,-,0,7,14
8,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,7,-,0,8,13
9,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,5,-,0,9,12
10,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,13,-,0,10,11
11,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,12,-,0,11,10
12,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,14,-,0,12,9
13,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,15,-,0,13,8
14,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,18,-,0,14,7
15,86,Aj Catanzaro,"Savannah, GA",Kawasaki KX 450F,20,-,0,15,6
16,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,17,-,0,16,5
17,761,Cade Clason,"Chesterfield, SC",Honda CRF 450,21,-,0,17,4
18,447,Deven Raper,"Mesa, AZ",Kawasaki KX 450F,22,-,0,18,3
19,45,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z450,19,-,0,19,2
