POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,46,Adam Cianciarulo,"Port Orange, FL",Kawasaki KX 250F,3,-,13,1,
2,32,Justin Bogle,"Cushing, OK",Honda CRF 250,4,-,0,2,
3,4,Blake Baggett,"Grand Terrace, CA",Kawasaki KX 250F,11,-,0,3,
4,30,Kyle Cunningham,"Aledo, TX",Honda CRF 250,7,-,0,4,
5,78,Matthew Lemoine,"Pilot Point, TX",Kawasaki KX 250F,13,-,0,5,
6,31,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,1,X,2,6,
7,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,12,-,0,7,
8,19,Jeremy Martin,"Millville, MN",Yamaha YZ250F,21,-,0,8,
9,55,Alex Martin,"Millville, MN",Yamaha YZ250F,10,-,0,9,
10,56,James Decotis,"Peabody, MA",Honda CRF 250,5,-,0,10,
11,52,Cole Thompson,"BRIGDEN, Canada",KTM 350 SX-F,9,-,0,11,
12,47,Kyle Peters,"Greensboro, NC",Honda CRF 250,6,-,0,12,
13,49,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,2,-,0,13,
14,62,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,15,-,0,14,
15,57,A J Catanzaro,"Portland, CT",Honda CRF 250,8,-,0,15,
16,88,Jesse Wentland,"Elk River, MN",Honda CRF 250,18,-,0,16,
17,60,Jackson Richardson,"Wildomar, CA",Honda CRF 250,20,-,0,17,
18,854,Landen Powell,"South Jordan, UT",KTM 250 SX-F,22,-,0,18,
19,96,Matthew Bisceglia,"Weatherford, TX",Honda CRF 250,19,-,0,19,
20,659,Justin Freund,"DE Soto, MO",Yamaha YZ250F,17,-,0,20,
21,72,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,16,-,0,21,
22,79,Ryan Zimmer,"Fuquay Varina, NC",Honda CRF 250,14,-,0,22,
