POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,31,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,2,-,15,1,25
2,46,Adam Cianciarulo,"Port Orange, FL",Kawasaki KX 250F,19,X,0,2,22
3,32,Justin Bogle,"Cushing, OK",Honda CRF 250,3,-,0,3,20
4,36,Blake Wharton,"Beaumont, TX",Honda CRF 250,13,-,0,4,18
5,4,Blake Baggett,"Grand Terrace, CA",Kawasaki KX 250F,1,-,0,5,16
6,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,18,-,0,6,15
7,56,James Decotis,"Peabody, MA",Honda CRF 250,5,-,0,7,14
8,52,Cole Thompson,"BRIGDEN, Canada",KTM 250 SX-F,9,-,0,8,13
9,78,Matthew Lemoine,"Pilot Point, TX",Kawasaki KX 250F,10,-,0,9,12
10,62,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,11,-,0,10,11
11,88,Jesse Wentland,"Elk River, MN",Honda CRF 250,14,-,0,11,10
12,30,Kyle Cunningham,"Aledo, TX",Honda CRF 250,6,-,0,12,9
13,57,A J Catanzaro,"Portland, CT",Honda CRF 250,21,-,0,13,8
14,99,Justin Starling,"Deland, FL",Honda CRF 250,17,-,0,14,7
15,533,Gannon Audette,"cairo, ga",Kawasaki KX 250F,15,-,0,15,6
16,55,Alex Martin,"Millville, MN",Yamaha YZ250F,7,-,0,16,5
17,49,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,8,-,0,17,4
18,410,Jace Owen,"Mattoon, IL",Honda CRF 250,20,-,0,18,3
19,79,Ryan Zimmer,"Fuquay Varina, NC",Honda CRF 250,22,-,0,19,2
20,267,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,16,-,0,20,1
21,96,Matthew Bisceglia,"Weatherford, TX",Honda CRF 250,4,-,0,21,1
