POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,4,-,7,1,
2,37,Cooper Webb,"Newport, NC",Yamaha YZ250F,8,-,8,2,
3,35,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,6,-,0,3,
4,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 250,5,-,0,4,
5,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,3,-,0,5,
6,17,Jason Anderson,"Rio Rancho, NM",KTM 250 SX-F,1,-,0,6,
7,16,Zach Osborne,"Chesterfield, SC",Honda CRF 250,2,-,0,7,
8,87,Shane Mcelrath,"Canton, NC",Honda CRF 250,7,-,0,8,
9,50,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,10,-,0,9,
10,66,Jake Canada,"Sun City, CA",Honda CRF 250,9,-,0,10,
11,89,Michael Leib,"Menifee, CA",Honda CRF 250,12,-,0,11,
12,84,Scott Champion,"Orange, CA",Yamaha YZ250F,13,-,0,12,
13,65,Zackery Freeberg,"Riverview, FL",Yamaha YZ250F,11,-,0,13,
14,83,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,14,-,0,14,
15,565,Preston Mull,"Livingston, CA",Yamaha YZ250F,15,-,0,15,
16,329,Chad Gores,"Anaheim, CA",Honda CRF 250,20,-,0,16,
17,138,Blake Lilly,"Wildomar, CA",KTM 250 SX-F,21,-,0,17,
18,222,Chris Howell,"Spokane Valley, WA",Yamaha YZ250F,18,-,0,18,
19,830,Ruben Alanis,"Pharr, TX",KTM 250 SX-F,22,-,0,19,
20,526,Colton Aeck,"Granada Hills, CA",Honda CRF 250,,-,0,20,
21,360,Aaron Siminoe,"Reno, NV",Kawasaki KX 250F,17,-,0,21,
22,239,Ross Johnson,"Tenino, WA",Honda CRF 250,16,-,0,22,
