POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,46,Adam Cianciarulo,"Port Orange, FL",Kawasaki KX 250F,2,-,9,1,25
2,31,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,1,-,6,2,22
3,32,Justin Bogle,"Cushing, OK",Honda CRF 250,4,-,0,3,20
4,96,Matthew Bisceglia,"Weatherford, TX",Honda CRF 250,19,-,0,4,18
5,4,Blake Baggett,"Grand Terrace, CA",Kawasaki KX 250F,6,-,0,5,16
6,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,17,X,0,6,15
7,56,James Decotis,"Peabody, MA",Honda CRF 250,10,-,0,7,14
8,78,Matthew Lemoine,"Pilot Point, TX",Kawasaki KX 250F,7,-,0,8,13
9,52,Cole Thompson,"BRIGDEN, Canada",KTM 250 SX-F,8,-,0,9,12
10,30,Kyle Cunningham,"Aledo, TX",Honda CRF 250,16,-,0,10,11
11,55,Alex Martin,"Millville, MN",Yamaha YZ250F,12,-,0,11,10
12,47,Kyle Peters,"Greensboro, NC",Honda CRF 250,11,-,0,12,9
13,62,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,22,-,0,13,8
14,57,A J Catanzaro,"Portland, CT",Honda CRF 250,13,-,0,14,7
15,60,Jackson Richardson,"Wildomar, CA",Honda CRF 250,20,-,0,15,6
16,99,Justin Starling,"Deland, FL",Honda CRF 250,18,-,0,16,5
17,620,Brad Nauditt,"Colbert, WA",Honda CRF 250,15,-,0,17,4
18,410,Jace Owen,"Mattoon, IL",Honda CRF 250,14,-,0,18,3
19,19,Jeremy Martin,"Millville, MN",Yamaha YZ250F,5,-,0,19,2
20,36,Blake Wharton,"Beaumont, TX",Honda CRF 250,3,-,0,20,1
21,977,Paul Coates,"Cairo, GA",Yamaha YZ250F,21,-,0,21,1
22,49,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,9,-,0,22,1
