POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,1,-,3,1,25
2,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 250,6,X,12,2,22
3,37,Cooper Webb,"Newport, NC",Yamaha YZ250F,3,-,0,3,20
4,35,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,9,-,0,4,18
5,17,Jason Anderson,"Rio Rancho, NM",KTM 250 SX-F,4,-,0,5,16
6,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,2,-,0,6,15
7,66,Jake Canada,"Sun City, CA",Honda CRF 250,14,-,0,7,14
8,87,Shane Mcelrath,"Chesterfield, SC",Honda CRF 250,12,-,0,8,13
9,50,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,5,-,0,9,12
10,83,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,7,-,0,10,11
11,111,Dean Ferris,"MURRIETA, CA",KTM 250 SX-F,10,-,0,11,10
12,84,Scott Champion,"Orange, CA",Yamaha YZ250F,18,-,0,12,9
13,97,Topher Ingalls,"Carmel, CA",Honda CRF 250,13,-,0,13,8
14,565,Preston Mull,"Livingston, CA",Yamaha YZ250F,15,-,0,14,7
15,737,Valentin Teillet,"Lake Elsinore, CA",Kawasaki KX 250F,8,-,0,15,6
16,397,Brandon Scharer,"Gardena, CA",Suzuki RM-Z250,16,-,0,16,5
17,222,Chris Howell,"Spokane Valley, WA",Yamaha YZ250F,21,-,0,17,4
18,919,Shawn Rhinehart,"Littlerock, CA",Suzuki RM-Z250,11,-,0,18,3
19,973,Jean Marrone,"LA MEDE, France",Suzuki RM-Z250,22,-,0,19,2
20,243,Joseph Dalzell,"Belvidere, IL",Kawasaki KX 250F,20,-,0,20,1
21,383,Brandon Rangel,"Temecula, CA",Honda CRF 250,17,-,0,21,1
22,273,Conner Elliott,"Tumwater, WA",Honda CRF 250,19,-,0,22,1
