POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,32,Justin Bogle,"Cushing, OK",Honda CRF 250,1,-,9,1,
2,19,Jeremy Martin,"Millville, MN",Yamaha YZ250F,3,-,0,2,
3,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,4,-,0,3,
4,96,Matthew Bisceglia,"Weatherford, TX",Honda CRF 250,5,-,3,4,
5,78,Matthew Lemoine,"Pilot Point, TX",Kawasaki KX 250F,10,-,0,5,
6,30,Kyle Cunningham,"Aledo, TX",Honda CRF 250,7,-,0,6,
7,55,Alex Martin,"Millville, MN",Yamaha YZ250F,8,-,0,7,
8,62,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,6,-,0,8,
9,56,James Decotis,"Peabody, MA",Honda CRF 250,2,X,3,9,
10,60,Jackson Richardson,Australia,Honda CRF 250,11,-,0,10,
11,533,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,18,-,0,11,
12,99,Justin Starling,"Deland, FL",Honda CRF 250,9,-,0,12,
13,57,A J Catanzaro,"Portland, CT",Honda CRF 250,21,-,0,13,
14,91,Jacob Baumert,"Louisville, KY",Kawasaki KX 250F,14,-,0,14,
15,69,Levi Kilbarger,"Logan, OH",Honda CRF 250,12,-,0,15,
16,812,Luke Vonlinger,"Stanford, KY",Honda CRF 250,13,-,0,16,
17,874,Zack Williams,"Elko, MN",Honda CRF 250,22,-,0,17,
18,761,Cade Clason,"Arcadia, OH",Honda CRF 250,15,-,0,18,
19,395,Taylor Potter,"Warranwood, Australia",Honda CRF 250,17,-,0,19,
20,581,Kyle Evoy Bitterman,"Pelzer, SC",Honda CRF 250,19,-,0,20,
21,854,Landen Powell,"South Jordan, UT",KTM 250 SX-F,16,-,0,21,
22,386,Aaron Gulley,"Jonesburg, MO",Kawasaki KX 250F,20,-,0,22,
