POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,24 Laps,0:52.591,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, FOX, OAKLEY, TARGET"
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,1.509,0:51.926,MONSTER ENERGY KAWASAKI
3,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,6.213,0:52.659,Rocky Mountain ATV/MC - KTM - WPS
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,12.216,0:52.046,ROCKSTAR ENERGY HUSQVARNA FACTORY RACING/BEL-RAY/SCOSCHE/FMF/WP
5,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,14.730,0:52.167,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, THOR, ALPINESTARS, 100%, AIROH, LEATT"
6,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,35.239,0:52.805,Honda HRC
7,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,37.528,0:53.172,Monster Energy-Yamalaube-Chaparral-Yamaha Financail Services-Factory Yamaha
8,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,43.043,0:53.817,Smartop/MotoConcepts/Honda/Yoshimura
9,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,45.638,0:53.518,MONSTER ENERGY KAWASAKI
10,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,46.527,0:53.670,Rockstar Energy Husqvarna Factory Racing/Bel-Ray/FMF/Scosche/Dunlop/Pro Taper/O'Neal/100%/Shoei 
11,41,Trey Canard,"Edmond, OK",KTM 450 SX-F Factory Edit,47.410,0:53.382,"KTM, RED BULL, AKRAPOVIC, MOTOREX, WP, DUNLOP"
12,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,54.066,0:53.703,Smartop MotoConcepts Honda Racing
13,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,57.695,0:53.888,Smartop Motoconcepts Honda Yoshimura
14,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,23 Laps,0:54.101,RCH Yoshimura Suzuki Factory Racing
15,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,12.164,0:53.923,"Malcolm Stewart Racing, Seven"
16,51,Justin Barcia,"Greenville, FL",Suzuki RM-Z450,13.921,0:54.495,Autotrader/JGR/Suzuki/Toyota/Monster Energy/NFAB/Wienerschnitzel/Alpinestars/Bad Boy Offroad/KMC wheels
17,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,21.091,0:53.520,RCH Yoshimura Suzuki Factory Racing
18,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,22 Laps,0:54.581,-- none listed --
19,75,Nick Schmidt,"Lake Elsinore, Ca",Suzuki RM-Z450,14.052,0:55.692,-- none listed --
20,374,Cody Gilmore,"Omaha, NE",Kawasaki KX 450F,30.065,0:56.999,-- none listed --
21,314,Alex Ray,"Milan, TN",Husqvarna FC450,21 Laps,0:57.339,"FXR, TXS Productions, K1 Speed,NoLeen J6, PRL, Arai, Sidi, Rekluse, 2XU, SSI, X-Brand, Spider Energy Drink, Graham Husky, Vertex, Dedicated Ride, NoToil, Vortex, Evans, Dirt Tricks, Motoseats, WC, Spectro Oils, Killer Custom, Bolt, Bills Pipes, Mobus Brac"
22,76,Scott Champion,"Orange, CA",Yamaha YZ450F,26.534,0:58.212,-- none listed --
