POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,21 Laps,0:59.315,MONSTER ENERGY KAWASAKI
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,10.206,0:59.002,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, FOX, OAKLEY, TARGET"
3,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,20.794,0:59.065,Monster Energy-Yamalube-Chaparral-Yamaha Financial Services-Factory Yamaha 
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,28.839,0:59.592,ROCKSTAR ENERGY HUSQVARNA FACTORY RACING/BEL-RAY/SCOSCHE/FMF/WP
5,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,31.861,0:59.771,Honda HRC
6,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,37.184,1:00.938,Rocky Mountain ATV/MC - KTM - WPS
7,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,39.849,1:00.265,Rocky Mountain ATV/MC - KTM - WPS
8,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,47.810,1:01.241,Monster Energy-Yamalaube-Chaparral-Yamaha Financail Services-Factory Yamaha
9,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,56.549,0:59.266,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, THOR, ALPINESTARS, 100%, AIROH, LEATT"
10,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,59.806,1:01.040,Rockstar Energy Husqvarna Factory Racing/Bel-Ray/FMF/Scosche/Dunlop/Pro Taper/O'Neal/100%/Shoei
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,20 Laps,1:00.921,RCH Yoshimura Suzuki Factory Racing
12,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,13.339,1:02.435,Smartop/MotoConcepts/Honda
13,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,23.481,1:03.114,Autotrader/JGR/Suzuki/Toyota/Monster Energy/NFAB/Wienerschnitzel/Alpinestars/Bad Boy Offroad/KMC wheels 
14,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,26.843,1:02.993,Smartop Motoconcepts Honda
15,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,1:18.269,1:03.372,Smartop MotoConcepts Racing 
16,75,Nick Schmidt,"Lake Elsinore, Ca",Suzuki RM-Z450,19 Laps,1:03.344,Team3br dsc construction 
17,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,16.901,1:00.697,Ride365.com/Stewart Racing
18,314,Alex Ray,"Milan, TN",Husqvarna FC450,18 Laps,1:06.960,"FXR, TXS Productions, K1 Speed,NoLeen J6, PRL, Arai, Sidi, Rekluse, 2XU, SSI, X-Brand, Spider Energy Drink, Graham Husky, Vertex, Dedicated Ride, NoToil, Vortex, Evans, Dirt Tricks, Motoseats, WC, Spectro Oils, Killer Custom, Bolt, Bills Pipes, Mobus Brac"
19,80,Cade Clason,"Chesterfield, SC",Honda CRF 450,1.075,1:04.185,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, Rekluse Motorsports, Bel-Ray, TuBliss, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, RK-­Excel, Dunlop, FXR, Arai, Dirt Tricks, Pro Taper, WebCams"
20,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,1:07.220,1:06.518,Ride Red/Cal Coast Plumbing/Fly Racing/Dave Humphrey/Viking Bait/TPJ/Robert Carrico/7deucedeuce.com/Works Connection/Rekluse/Vortex Sprockets/Dunlop/Epoxy It SoCal/SB training/Dirt Rider/Alpinestar/Asterisk/Jim Castillo/Galfer/REC MX/BOLT/Acerbis/Moto Tap
21,67,Jimmy Albertson,"Shawnee, OK",Suzuki RM-Z450,13 Laps,1:05.274,"Suzuki, Merge Racing, Seven, Rekluse, FMF, Bell, Oakley"
22,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,4 Laps,1:02.117,RCH Yoshimura Suzuki Factory Racing
