POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,22 Laps,0:56.794,MONSTER ENERGY KAWASAKI
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,14.264,0:58.141,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, FOX, OAKLEY, TARGET"
3,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,16.111,0:58.389,RCH Yoshimura Suzuki Factory Racing
4,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,17.836,0:58.365,Monster Energy-Yamalaube-Chaparral-Yamaha Financail Services-Factory Yamaha
5,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,28.445,0:57.264,Rocky Mountain ATV/MC - KTM - WPS
6,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,34.075,0:58.489,Honda HRC
7,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,40.621,0:58.649,Rocky Mountain ATV/MC - KTM - WPS
8,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,47.861,0:59.323,Rockstar Energy Husqvarna Factory Racing/Bel-Ray/FMF/Scosche/Dunlop/Pro Taper/O'Neal/100%/Shoei 
9,51,Justin Barcia,"Greenville, FL",Suzuki RM-Z450,52.418,0:59.482,Autotrader/JGR/Suzuki/Toyota/Monster Energy/NFAB/Wienerschnitzel/Alpinestars/Bad Boy Offroad/KMC wheels
10,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,55.036,0:59.836,Smartop/MotoConcepts/Honda/Yoshimura
11,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,56.487,0:59.403,MONSTER ENERGY KAWASAKI
12,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,57.763,0:59.742,RCH Yoshimura Suzuki Factory Racing
13,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,21 Laps,1:00.402,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, THOR, ALPINESTARS, 100%, AIROH, LEATT"
14,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,19.308,0:59.860,-- none listed --
15,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,26.118,0:59.599, 
16,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,32.492,1:00.987,Smartop Motoconcepts Honda Yoshimura
17,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,38.462,1:01.227,Smartop MotoConcepts Honda Racing
18,11,Kyle Chisholm,"Valrico, FL",Honda CRF 450,40.039,1:00.762,Keen's Buildings/Xtreme Powersports/Team Chiz/Motoconcepts/Honda/RickieFowler.com/Pretty Rebels/Sidi Boots 
19,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,20 Laps,0:59.859,ROCKSTAR ENERGY HUSQVARNA FACTORY RACING/BEL-RAY/SCOSCHE/FMF/WP
20,75,Nick Schmidt,"Lake Elsinore, Ca",Suzuki RM-Z450,10.763,1:01.818,TPJ/Team3br dsc construction 
21,374,Cody Gilmore,"Omaha, NE",Kawasaki KX 450F,39.271,1:03.277,-- none listed --
22,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,19 Laps,1:03.260, 
