POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,91,Nate Thrasher,"Livingston, TN",Yamaha YZ250F,19,-,10,1,26
2,32,Justin Cooper,"Menifee, CA",Yamaha YZ250F,1,X,1,2,23
3,150,Seth Hammaker,"Temecula, CA",Kawasaki KX250,6,-,0,3,21
4,41,Hunter Lawrence,"Wesley Chapel, FL",Honda CRF250R,2,-,0,4,19
5,56,Kyle Peters,"Greensboro, NC",Honda CRF250R,12,-,0,5,18
6,47,Jalek Swoll,"Clermont, FL",Husqvarna FC 250,10,-,0,6,17
7,50,Enzo Lopes,"Huntersville, NC",Honda CRF250R,20,-,0,7,16
8,35,Mitchell Harrison,"Murrieta, CA",Honda CRF250R,11,-,0,8,15
9,90,Dilan Schwartz,"Alpine, CA",Suzuki RM-Z250,21,-,0,9,14
10,72,Coty Schock,"Dover, DE",Honda CRF250R,15,-,0,10,13
11,73,Derek Kelley,"Riverside , CA",GASGAS MC 250F,16,-,0,11,12
12,201,Cedric Soubeyras,"Venasque, ",GASGAS MC 250F,17,-,0,12,11
13,31,Cameron Mcadoo,"Sioux City, IA",Kawasaki KX250,14,-,0,13,10
14,45,Pierce Brown,"Sandy, UT",GASGAS MC 250F,4,-,0,14,9
15,59,Jarrett Frye,"Mechanicsville, MD",Yamaha YZ250F,9,-,0,15,8
16,220,Ramyller Alves,"Coconut Creek, FL",Husqvarna FC 250,22,-,0,16,7
17,137,Sean Cantrell,"Murrieta, CA",Suzuki RM-Z250,8,-,0,17,6
18,48,Garrett Marchbanks,"Coalville, UT",Yamaha YZ250F,3,-,0,18,5
19,77,Jerry Robin,"Hamel, MN",Husqvarna FC 250,18,-,0,19,4
20,68,Jace Owen,"Mattoon, IL",Yamaha YZ250F,13,-,0,20,3
