POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,29,Christian Craig,"Temecula, CA",Yamaha YZ250F,3,-,20,1,26
2,30,Jo Shimoda,"Menifee, CA",Kawasaki KX250,6,-,0,2,23
3,64,Colt Nichols,"Murrieta, CA",Yamaha YZ250F,1,-,0,3,21
4,49,Mitchell Oldenburg,"Aledo, TX",Honda CRF250R,4,X,0,4,19
5,18,Jett Lawrence,"Wesley Chapel, FL",Honda CRF250R,2,-,0,5,18
6,95,Joshua Osby,"Valparaiso, IN",Honda CRF250R,13,-,0,6,17
7,99,Hunter Sayles,"Chassell, MI",KTM 250 SX-F,9,-,0,7,16
8,170,Devin Simonson,"Laurinburg, NC",Kawasaki KX250,5,-,0,8,15
9,773,Thomas Do,"Murrieta, CA",KTM 250 SX-F,7,-,0,9,14
10,125,Luke Neese,"Jamestown, NC",Kawasaki KX250,14,-,0,10,13
11,76,Grant Harlan,"Justin, TX",Honda CRF250R,10,-,0,11,12
12,88,Logan Karnow,"Amherst, OH",Kawasaki KX250,16,-,0,12,11
13,122,Jeremy Hand,"Mantua, OH",Honda CRF250R,12,-,0,13,10
14,85,Kevin Moranz,"Topeka, KS",KTM 250 SX-F,8,-,0,14,9
15,437,Vincent Luhovey,"Greensburg, PA",KTM 250 SX-F,22,-,0,15,8
16,241,Joshua Varize,"Perris, CA",KTM 250 SX-F,11,-,0,16,7
17,637,Bobby Piazza,"Easton, PA",Yamaha YZ250F,15,-,0,17,6
18,441,Scott Meshey,"Zephyrhills, FL",Husqvarna FC 250,21,-,0,18,5
19,185,Wilson Fleming,"Jacksonville, FL",Honda CRF250R,18,-,0,19,4
20,162,Maxwell Sanford,"Pasadena, MD",Honda CRF250R,17,-,0,20,3
21,193,Hunter Schlosser,"El Paso, TX",Yamaha YZ250F,19,-,0,21,2
22,384,Lorenzo Camporese,"Campodarsego, ITA",Kawasaki KX250,20,-,0,22,1
