POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,1,-,23,1,26
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,4,-,0,2,23
3,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,3,X,3,3,21
4,32,Christian Craig,"Orange, CA",Honda CRF 450,8,-,0,4,19
5,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,10,-,0,5,18
6,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,14,-,0,6,17
7,34,Weston Peick,"Menifee, CA",Suzuki RM-Z450,2,-,0,7,16
8,60,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F Factory Edit,7,-,0,8,15
9,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,16,-,0,9,14
10,69,Tyler Bowers,"Lake Elsinore, Ca",Kawasaki KX 450F,12,-,0,10,13
11,22,Chad Reed,"Dade City, FL",Husqvarna FC450,11,-,0,11,12
12,39,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z450,15,-,0,12,11
13,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,9,-,0,13,10
14,27,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,5,-,0,14,9
15,201,Cedric Soubeyras,"Venasque, France",Suzuki RM-Z450,13,-,0,15,8
16,751,Joshua Hill,"Yoncalla, OR",Yamaha YZ450F,19,-,0,16,7
17,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,6,-,0,17,6
18,981,Austin Politelli,"Murrieta, CA",Honda CRF 450,18,-,0,18,5
19,570,Cody Vanbuskirk,"Harvard, IL",KTM 450 SX-F,20,-,0,19,4
20,84,Scott Champion,"Orange, CA",Yamaha YZ450F,21,-,0,20,3
21,90,Dakota Tedder,"Surfside, CA",KTM 450 SX-F Factory Edit,22,-,0,21,2
