POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,10,-,1,1,26
2,94,Ken Roczen,"Clermont, FL",Honda CRF 450,7,-,12,2,23
3,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,11,-,0,3,21
4,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,5,-,0,4,19
5,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,2,-,0,5,18
6,14,Cole Seely,"Newbury Park, CA",Honda CRF 450,1,X,11,6,17
7,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,4,-,0,7,16
8,20,Broc Tickle,"Holly, MI",KTM 450 SX-F Factory Edit,14,-,0,8,15
9,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,13,-,0,9,14
10,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,9,-,0,10,13
11,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,16,-,0,11,12
12,34,Weston Peick,"Menifee, CA",Suzuki RM-Z450,6,-,0,12,11
13,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,3,-,0,13,10
14,22,Chad Reed,"Dade City, FL",Husqvarna FC450,19,-,0,14,9
15,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,18,-,0,15,8
16,91,Alex Ray,"Milan, TN",Yamaha YZ450F,15,-,0,16,7
17,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,17,-,0,17,6
18,39,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z450,22,-,0,18,5
19,907,Ben Lamay,"Wasilla, AK",Honda CRF 450,21,-,0,19,4
20,60,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F Factory Edit,12,-,0,20,3
21,69,Tyler Bowers,"Lake Elsinore, Ca",Kawasaki KX 450F,8,-,0,21,2
22,27,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,20,-,0,22,1
