POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,1,-,12,1,26
2,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,12,-,0,2,23
3,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,8,-,0,3,21
4,14,Cole Seely,"Newbury Park, CA",Honda CRF 450,4,X,12,4,19
5,20,Broc Tickle,"Holly, MI",KTM 450 SX-F Factory Edit,14,-,0,5,18
6,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,9,-,0,6,17
7,34,Weston Peick,"Menifee, CA",Suzuki RM-Z450,5,-,0,7,16
8,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,3,-,0,8,15
9,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,17,-,0,9,14
10,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,15,-,0,10,13
11,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,7,-,0,11,12
12,60,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F Factory Edit,13,-,0,12,11
13,22,Chad Reed,"Dade City, FL",Husqvarna FC450,16,-,0,13,10
14,69,Tyler Bowers,"Lake Elsinore, Ca",Kawasaki KX 450F,18,-,0,14,9
15,907,Ben Lamay,"Wasilla, AK",Honda CRF 450,19,-,0,15,8
16,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,20,-,0,16,7
17,27,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,11,-,0,17,6
18,39,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z450,21,-,0,18,5
19,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,2,-,0,19,4
20,90,Dakota Tedder,"Surfside, CA",KTM 450 SX-F Factory Edit,22,-,0,20,3
21,94,Ken Roczen,"Clermont, FL",Honda CRF 450,10,-,0,21,2
