POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,64,Colt Nichols,"Murrieta, CA",Yamaha YZ250F,6,-,5,1,26
2,29,Christian Craig,"Temecula, CA",Yamaha YZ250F,2,X,15,2,23
3,18,Jett Lawrence,"Wesley Chapel, FL",Honda CRF250R,1,-,0,3,21
4,30,Jo Shimoda,"Menifee, CA",Kawasaki KX250,8,-,0,4,19
5,42,Michael Mosiman,"Sebastopol, CA",GASGAS MC 250F,3,-,0,5,18
6,115,Max Vohland,"Granite Bay , CA",KTM 250 SX-F,4,-,0,6,17
7,95,Joshua Osby,"Valparaiso, IN",Honda CRF250R,7,-,0,7,16
8,55,John Short,"Pilot Point, TX",Suzuki RM-Z250,10,-,0,8,15
9,85,Kevin Moranz,"Topeka, KS",KTM 250 SX-F,19,-,0,9,14
10,773,Thomas Do,"Murrieta, CA",KTM 250 SX-F,11,-,0,10,13
11,241,Joshua Varize,"Perris, CA",KTM 250 SX-F,14,-,0,11,12
12,88,Logan Karnow,"Amherst, OH",Kawasaki KX250,20,-,0,12,11
13,116,Tj Albright,"Mount Marion, NY",Kawasaki KX250,9,-,0,13,10
14,122,Jeremy Hand,"Mantua, OH",Honda CRF250R,21,-,0,14,9
15,185,Wilson Fleming,"Jacksonville, FL",Honda CRF250R,12,-,0,15,8
16,124,Lane Shaw,"Alvin, TX",KTM 250 SX-F,13,-,0,16,7
17,125,Luke Neese,"Jamestown, NC",Kawasaki KX250,17,-,0,17,6
18,76,Grant Harlan,"Justin, TX",Honda CRF250R,18,-,0,18,5
19,216,Devin Harriman,"Longview, WA",KTM 250 SX-F,15,-,0,19,4
20,49,Mitchell Oldenburg,"Aledo, TX",Honda CRF250R,5,-,0,20,3
21,637,Bobby Piazza,"Easton, PA",Yamaha YZ250F,16,-,0,21,2
22,625,Jonah Geistler,"Newark, IL",KTM 250 SX-F TLD,22,-,0,22,1
