POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Clermont, FL",Honda CRF 450,1,-,17,1,25
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,3,X,7,2,22
3,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,5,-,0,3,20
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,2,-,0,4,18
5,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,10,-,0,5,16
6,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,4,-,0,6,15
7,32,Weston Peick,"Menifee, CA",Suzuki RM-Z450,12,-,0,7,14
8,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,9,-,0,8,13
9,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,7,-,0,9,12
10,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,8,-,0,10,11
11,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,11,-,0,11,10
12,15,Dean Wilson,"Clermont, FL",Yamaha YZ450F,14,-,0,12,9
13,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,6,-,0,13,8
14,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,13,-,0,14,7
15,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,18,-,0,15,6
16,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,17,-,0,16,5
17,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,16,-,0,17,4
18,85,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,21,-,0,18,3
19,40,Fredrik Noren,"West Farmington, OH",Honda CRF 250,20,-,0,19,2
20,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,15,-,0,20,1
21,80,Cade Clason,"Chesterfield, SC",Honda CRF 450,22,-,0,21,1
22,314,Alex Ray,"Milan, TN",Husqvarna FC450,19,-,0,22,1
