POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,3,-,26,1,25
2,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,7,-,0,2,22
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,16,-,0,3,20
4,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1,-,0,4,18
5,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,14,-,0,5,16
6,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,12,-,0,6,15
7,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,19,-,0,7,14
8,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,6,-,0,8,13
9,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,2,X,0,9,12
10,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,15,-,0,10,11
11,41,Trey Canard,"Edmond, OK",KTM 450 SX-F Factory Edit,11,-,0,11,10
12,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,18,-,0,12,9
13,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,4,-,0,13,8
14,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,8,-,0,14,7
15,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,9,-,0,15,6
16,67,Jimmy Albertson,"Shawnee, OK",Suzuki RM-Z450,20,-,0,16,5
17,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,5,-,0,17,4
18,981,Austin Politelli,"Murrieta, CA",Yamaha YZ450F,21,-,0,18,3
19,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,10,-,0,19,2
20,314,Alex Ray,"Milan, TN",Husqvarna FC450,17,-,0,20,1
21,80,Cade Clason,"Chesterfield, SC",Honda CRF 450,22,-,0,21,1
