POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,9,-,1,1,25
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,6,-,17,2,22
3,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,3,-,0,3,20
4,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1,-,1,4,18
5,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,4,-,0,5,16
6,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,7,-,0,6,15
7,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,2,X,0,7,14
8,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,17,-,0,8,13
9,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,10,-,0,9,12
10,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,5,-,0,10,11
11,48,Christian Craig,"Corona, CA",Honda CRF 450,14,-,0,11,10
12,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,11,-,0,12,9
13,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,16,-,0,13,8
14,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,13,-,0,14,7
15,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,15,-,0,15,6
16,314,Alex Ray,"Milan, TN",Yamaha YZ450F,20,-,0,16,5
17,151,Dakota Tedder,"Surfside, CA",Kawasaki KX 450F,19,-,0,17,4
18,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,22,-,0,18,3
19,606,Ronnie Stewart,"Princeton, NJ",Suzuki RM-Z450,21,-,0,19,2
20,76,Scott Champion,"Orange, CA",Yamaha YZ250F,18,-,0,20,1
21,51,Justin Barcia,"Greenville, FL",Suzuki RM-Z450,8,-,0,21,1
22,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,12,-,0,22,1
