POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,1,-,17,1,26
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,12,-,0,2,23
3,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,8,-,0,3,21
4,32,Christian Craig,"Orange, CA",Honda CRF 250,2,X,0,4,19
5,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,3,-,1,5,18
6,34,Weston Peick,"Menifee, CA",Suzuki RM-Z450,5,-,0,6,17
7,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,17,-,0,7,16
8,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,4,-,0,8,15
9,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,6,-,0,9,14
10,20,Broc Tickle,"Holly, MI",KTM 450 SX-F Factory Edit,13,-,0,10,13
11,60,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F Factory Edit,14,-,0,11,12
12,22,Chad Reed,"Dade City, FL",Husqvarna FC450,10,-,0,12,11
13,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,11,-,0,13,10
14,69,Tyler Bowers,"Lake Elsinore, Ca",Kawasaki KX 450F,19,-,0,14,9
15,39,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z450,18,-,0,15,8
16,27,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,7,-,0,16,7
17,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,9,-,0,17,6
18,53,Bradley Taft,"Nixa, MO",Yamaha YZ250F,15,-,0,18,5
19,90,Dakota Tedder,"Surfside, CA",KTM 450 SX-F Factory Edit,21,-,0,19,4
20,907,Ben Lamay,"Wasilla, AK",Honda CRF 450,22,-,0,20,3
21,805,Carlen Gardner,"Paso Robles, CA",Honda CRF 450,20,-,0,21,2
22,201,Cedric Soubeyras,"Venasque, France",Suzuki RM-Z450,16,-,0,22,1
