POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,20 Laps,0:54.078,"KTM, RED BULL, MOTOREX, DUNLOP"
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,6.926,0:54.687,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
3,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 450,12.217,0:54.647,Team Honda Muscle Milk
4,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,15.472,0:55.270,Monster Energy Kawasaki
5,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,18.055,0:55.715,RCH/Soaring Eagle/Suzuki
6,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,30.040,0:55.635,BTO Sports - KTM - WPS
7,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,42.102,0:55.432,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
8,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,43.163,0:55.687,Toyota/Yamaha/Nfab/JGRMXteam
9,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,45.541,0:55.672,RCH/Soaring Eagle/Suzuki
10,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 450F,49.745,0:56.171,Discount Tire Racing/TwoTwo Motorsports/Monster/Pro Circuit Kawasaki
11,23,William Hahn,"Menifee, CA",Honda CRF 450,51.264,0:55.585,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
12,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,1:03.575,0:55.504,Toyota/Yamaha/Nfab/JGRmx team
13,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,19 Laps,0:58.179,Team Mafia Moto Crew
14,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,10.966,0:57.812,"N-FAB, FACTORY METAL WORKS, PHIT DESIGNS, TESTA MOTORSPORTS"
15,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,16.721,0:54.586,Smartop Motoconcepts Racing
16,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,22.496,0:57.172,CycleTrader.com | Rock River YAMAHA
17,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,53.253,0:59.265,Motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
18,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,18 Laps,0:58.562,"Yankton Motorsports, Motosport.com, Chrome Horse Choppers, RaceTech, HoliRosa, MotoOption, Hotcams, Sunstar, Strikt, Utopia, Ti Lube, Vertex, Streamline Brakes, Odi Grips, Dt1 Filters, Motion Pro, FmF, Ride Engineering, Hammerhead, Mx Culture, motonews.co"
19,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,3.028,0:58.054,Flyracing dsc naveen yoshimura dvsshoes
20,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,41.720,0:59.434,"DirtCandy Graphics, PRBC.com, Yoshimura, ISC Racers Tape, Hellbound Racing, Spy Optics, Rekluse, Troy Lee Designs, Silkolene, Matrix Concepts, Galfer USA, DT1 Filters, Bazzaz, Dunlop, Pro Circuit "
21,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,13 Laps,0:55.326,"KTM, RED BULL, MOTOREX, DUNLOP"
22,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,10 Laps,0:55.625,Motosport.com/Fly Racing/Peick Racing/Hyper X/Yoshimura/Suzuki/Bolt Hardware/Spectro/Dragon/WPS/Dunlop/Surface/Galfer/VP Fuels/Motosport Hillsboro/Piston Bones/Acerbis
