POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,0:47.495,Monster Energy Kawasaki
2,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,13.669,0:47.788,Team Honda Muscle Milk
3,94,Ken Roczen,Germany,KTM 450 SX-F Factory Edit,23.248,0:48.413,"KTM, RED BULL, MOTOREX, DUNLOP"
4,41,Trey Canard,"Edmond, OK",Honda CRF 450,32.684,0:48.633,Team Honda Muscle Milk
5,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,38.482,0:49.259,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
6,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,39.721,0:49.089,BTO Sports - KTM - WPS
7,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,46.724,0:49.099,"KTM, RED BULL, MOTOREX, DUNLOP"
8,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,19 Laps,0:50.555,Smartop Motoconcepts Racing
9,3,Eli Tomac,"Cortez, CO",Honda CRF 450,4.146,0:48.838,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
10,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,9.580,0:50.560,"N-FAB, FACTORY METAL WORKS, TESTA MOTORSPORTS, PHIT DESIGNS"
11,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,10.926,0:50.956,Team Mafia Moto Crew
12,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,19.413,0:49.277,RCH/Soaring Eagle/Suzuki
13,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,32.057,0:51.103,-- none listed --
14,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,18 Laps,0:52.249,-- none listed --
15,56,James Decotis,"Peabody, MA",Honda CRF 250,7.629,0:52.488,Riverside Harley Davidson/Dedicated Ride co/TLR Performance/Fox Racing/South of the border mx/Pro Circuit/Spectro oils/DC Shoes/STS Motorsports/Ryno Power/Ride100percent/Ride Engineering/Works Connection/Factory Connection/Renegade fuels/Cycra Plastics/IC
16,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,8.487,0:52.581,"DirtCandy Graphics, PRBC.com, Yoshimura, ISC Racers Tape, Hellbound Racing, Spy Optics, Rekluse, Troy Lee Designs, Silkolene, Matrix Concepts, Galfer USA, DT1 Filters, Bazzaz, Dunlop, Pro Circuit "
17,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,18.691,0:52.979,Motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
18,771,Kyle Regal,"Grand Prairie, TX",Honda CRF 450,10 Laps,0:51.899,motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
19,48,Ben Lamay,"Perris, CA",Yamaha YZ450F,7 Laps,0:51.609,CycleTrader.com | Rock River YAMAHA 
20,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,3 Laps,0:50.464,Motosport.com/Fly Racing/Peick Racing/Hyper X/Yoshimura/Suzuki/Bolt Hardware/Spectro/Dragon/WPS/Dunlop/Surface/Galfer/VP Fuels/Motosport Hillsboro/Piston Bones/Inquire Partners Inc/DAM Consulting/Acerbis 
21,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,DNS,,The Factory Metal Works/Club MX/Wideopen/Playground Poker/Pickett Weaponry/TLR Performance/Shoei/DT1/Spectro/Acerbis/Yoshimura/Dunlop/Stock Car Steel/Rhino Power/Impulse Graphics/Guts/Super Sprox/Hinson/Dubya/Pro Taper/Exs Brand/CRF Stuff/Raptor/Engine Ic
22,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,DNS,,Toyota/Yamaha/Nfab/JGRmx team
