POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,0:54.349,Monster Energy Kawasaki
2,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,12.148,0:54.750,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,21.653,0:54.932,"KTM, RED BULL, MOTOREX, DUNLOP"
4,3,Eli Tomac,"Cortez, CO",Honda CRF 450,26.672,0:55.456,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,35.769,0:56.073,Team Honda Muscle Milk
6,41,Trey Canard,"Edmond, OK",Honda CRF 450,43.261,0:56.211,Team Honda Muscle Milk
7,94,Ken Roczen,Germany,KTM 450 SX-F Factory Edit,48.783,0:55.596,"KTM, RED BULL, MOTOREX, DUNLOP"
8,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,50.300,0:56.205,BTO Sports - KTM - WPS
9,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,51.699,0:57.274,RCH/Soaring Eagle/Suzuki
10,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,19 Laps,0:56.910,Smartop Motoconcepts Racing
11,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,10.723,0:57.183,Motosport.com/Fly Racing/Peick Racing/Hyper X/Yoshimura/Suzuki/Bolt Hardware/Spectro/Dragon/WPS/Dunlop/Surface/Galfer/VP Fuels/Motosport Hillsboro/Piston Bones/Inquire Partners Inc/DAM Consulting/Acerbis 
12,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,14.792,0:58.242,"N-FAB, FACTORY METAL WORKS, TESTA MOTORSPORTS"
13,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,23.219,0:58.311,Team Mafia Moto Crew
14,415,Nicholas Schmidt,"Marysville , WA",Honda CRF 450,50.614,0:59.693,Milestone MX/Powered by Naveen/Fly Racing/DSC Construction/Yoshimura pipes/DVS Shoes
15,771,Kyle Regal,"Grand Prairie, TX",Honda CRF 450,57.720,0:58.645,Motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
16,92,Killian Rusk,"Murrieta, CA",Yamaha YZ450F,18 Laps,1:00.488,"Ruskracing, Dedicated Ride Co, Axo, Novik, Core Oile Field Services, Yamaha"
17,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,28.067,1:00.098,"DirtCandy Graphics, PRBC.com, Yoshimura, ISC Racers Tape, Hellbound Racing, Spy Optics, Rekluse, Troy Lee Designs, Silkolene, Matrix Concepts, Galfer USA, DT1 Filters, Bazzaz, Dunlop, Pro Circuit "
18,38,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,17 Laps,0:59.215,Toyota/Yamaha/Nfab/JGRmx team 
19,211,Tevin Tapia,"Menifee, CA",Suzuki RM-Z450,6.167,1:01.864,"Team 3BR. 3Tperformance, fly, milestone mx, dr.d, rekluse, bell, DCR"
20,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,6.231,0:59.946,"Yankton Motorsports, Motosport.com, Chrome Horse Choppers, RaceTech, HoliRosa, MotoOption, Hotcams, Sunstar, Strikt, Utopia, Ti Lube, Vertex, Streamline Brakes, Odi Grips, Dt1 Filters, Motion Pro, FmF, Ride Engineering, Hammerhead, Mx Culture, motonews.co"
21,42,Vince Friese,"Cape Girardeau, MO",Yamaha YZ450F,24.518,1:00.886,Toyota/Yamaha/Nfab/JGRmx team 
22,792,Bracken Hall,"Rock Springs, WY",Honda CRF 450,40.887,1:02.353,Rocky mnt atv/mc
