POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,20 Laps,0:47.228,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
2,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,1.311,0:47.436,Monster Energy Kawasaki
3,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,8.543,0:47.301,"KTM, RED BULL, MOTOREX, DUNLOP"
4,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,11.363,0:47.866,"KTM, RED BULL, MOTOREX, DUNLOP"
5,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,27.937,0:48.171,"Motosport.com/Fly Racing/Peick Racing/Hyper X/Yoshimura/Suzuki/Bolt Hardware/Spectro/Dragon/WPS/Dunlop/Surface/Galfer/VP Fuels/Motosport Hillsboro/Piston Bones/Acerbis
"
6,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,29.655,0:47.656,Team Honda Muscle Milk
7,3,Eli Tomac,"Cortez, CO",Honda CRF 450,32.841,0:47.876,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,35.693,0:48.331,RCH/Soaring Eagle/Suzuki
9,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,36.331,0:48.293,Toyota/Yamaha/Nfab/JGRMXteam
10,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,40.908,0:48.658,BTO Sports - KTM - WPS
11,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,54.885,0:48.547,RCH/Soaring Eagle/Suzuki
12,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,19 Laps,0:47.566,Discount Tire Racing/TwoTwo Motorsports/Monster Energy
13,9,Ivan Tedesco,"Murrieta, CA",KTM 350 SX-F,42.936,0:49.497,Rockstar Energy Drink/KTM/BelaY/ONE/FMF/AIROH/DRAGON/ROCKWELL/HORIZON HOBBY 
14,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,45.882,0:49.353,Smartop Motoconcepts Racing
15,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,47.134,0:49.425,BTO Sports - KTM - WPS
16,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,47.690,0:49.176,The Factory Metal Works/Club MX/Wideopen/Playground Poker/Pickett Weaponry/TLR Performance/Shoei/DT1/Spectro/Acerbis/Yoshimura/Dunlop/Stock Car Steel/Rhino Power/Impulse Graphics/Guts/Super Sprox/Hinson/Dubya/Pro Taper/Exs Brand/CRF Stuff/Raptor/Engine Ic
17,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,52.993,0:49.626,Team Mafia Moto Crew
18,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,1:05.806,0:49.631,CycleTrader.com | Rock River YAMAHA
19,56,James Decotis,"Peabody, MA",Honda CRF 450,1:12.516,0:50.398,riverside harley davidson/tlr performance/dedicated athletics/fox/dc shoes/factory connection/south of the border/pro circuit/ryno power/spectro oils/renegade racing fuels/ride engineering/works connection/vortex/100 goggles/cycra/odi grips/hinson/sts mot
20,38,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,1:16.835,0:49.718,-- none listed --
21,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,1:39.094,0:50.606,"Phit Designs, A-1 Fire Sprinklers, N-FAB INC, FREEGUN"
22,102,Matt Moss,"Nerriga, Australia",Suzuki RM-Z450,9 Laps,0:49.200,"Yoshimura Suzuki,Moss Institute,Campbell Mining"
